TF	Target
YIR017C	YHR042W
YIR017C	YHR043C
YIR017C	YHR044C
YIR017C	YHR045W
YIR017C	YHR047C
YIR017C	YHR049W
YIR017C	YHR050W
YIR017C	YHR051W
YIR017C	YHR052W
YIR017C	YHR056C
YIR017C	YHR058C
YIR017C	YHR059W
YIR017C	YHR060W
YIR017C	YHR061C
YIR017C	YHR062C
YIR017C	YHR063C
YIR017C	YHR064C
YIR017C	YHR065C
YIR017C	YHR066W
YIR017C	YHR068W
YIR017C	YHR069C
YIR017C	YHR071W
YIR017C	YHR072W
YIR017C	YHR072W-A
YIR017C	YHR073W
YIR017C	YHR074W
YIR017C	YHR075C
YIR017C	YHR076W
YIR017C	YHR077C
YIR017C	YHR078W
YIR017C	YHR079C
YIR017C	YHR080C
YIR017C	YHR082C
YIR017C	YHR083W
YIR017C	YHR084W
YIR017C	YHR085W
YIR017C	YHR086W
YIR017C	YHR087W
YIR017C	YHR088W
YIR017C	YHR089C
YIR017C	YHR090C
YIR017C	YHR091C
YIR017C	YHR092C
YIR017C	YHR093W
YIR017C	YHR094C
YIR017C	YHR096C
YIR017C	YHR097C
YIR017C	YHR098C
YIR017C	YHR099W
YIR017C	YHR100C
YIR017C	YHR101C
YIR017C	YHR102W
YIR017C	YHR103W
YIR017C	YHR104W
YIR017C	YHR105W
YIR017C	YHR106W
YIR017C	YHR107C
YIR017C	YHR108W
YIR017C	YHR109W
YIR017C	YHR110W
YIR017C	YHR111W
YIR017C	YHR112C
YIR017C	YHR116W
YIR017C	YHR117W
YIR017C	YHR118C
YIR017C	YHR119W
YIR017C	YHR120W
YIR017C	YHR121W
YIR017C	YHR122W
YIR017C	YHR123W
YIR017C	YHR124W
YIR017C	YHR127W
YIR017C	YHR128W
YIR017C	YHR129C
YIR017C	YHR130C
YIR017C	YHR131C
YIR017C	YHR132C
YIR017C	YHR132W-A
YIR017C	YHR134W
YIR017C	YHR135C
YIR017C	YHR136C
YIR017C	YHR137W
YIR017C	YHR138C
YIR017C	YHR139C
YIR017C	YHR140W
YIR017C	YHR141C
YIR017C	YHR143W
YIR017C	YHR144C
YIR017C	YHR146W
YIR017C	YHR147C
YIR017C	YHR148W
YIR017C	YHR149C
YIR017C	YHR150W
YIR017C	YHR151C
YIR017C	YHR152W
YIR017C	YHR153C
YIR017C	YHR156C
YIR017C	YHR157W
YIR017C	YHR158C
YIR017C	YHR159W
YIR017C	YHR161C
YIR017C	YHR162W
YIR017C	YHR163W
YIR017C	YHR164C
YIR017C	YHR165C
YIR017C	YHR166C
YIR017C	YHR167W
YIR017C	YHR169W
YIR017C	YHR170W
YIR017C	YHR171W
YIR017C	YHR172W
YIR017C	YHR174W
YIR017C	YHR175W
YIR017C	YHR176W
YIR017C	YHR177W
YIR017C	YHR178W
YIR017C	YHR179W
YIR017C	YHR180W
YIR017C	YHR181W
YIR017C	YHR182W
YIR017C	YHR183W
YIR017C	YHR186C
YIR017C	YHR187W
YIR017C	YHR189W
YIR017C	YHR190W
YIR017C	YHR191C
YIR017C	YHR192W
YIR017C	YHR193C
YIR017C	YHR194W
YIR017C	YHR195W
YIR017C	YHR196W
YIR017C	YHR197W
YIR017C	YHR199C
YIR017C	YHR200W
YIR017C	YHR202W
YIR017C	YHR204W
YIR017C	YHR205W
YIR017C	YHR206W
YIR017C	YHR207C
YIR017C	YHR208W
YIR017C	YHR209W
YIR017C	YHR210C
YIR017C	YHR211W
YIR017C	YHR213W
YIR017C	YHR214W
YIR017C	YHR214W-A
YIR017C	YHR215W
YIR017C	YHR216W
YIR017C	YHR218W
YIR017C	YHR219W
YIR017C	YIL002C
YIR017C	YIL003W
YIR017C	YIL004C
YIR017C	YIL005W
YIR017C	YIL008W
YIR017C	YIL009C-A
YIR017C	YIL009W
YIR017C	YIL010W
YIR017C	YIL011W
YIR017C	YIL012W
YIR017C	YIL013C
YIR017C	YIL014W
YIR017C	YIL015W
YIR017C	YIL016W
YIR017C	YIL019W
YIR017C	YIL020C
YIR017C	YIL022W
YIR017C	YIL023C
YIR017C	YIL026C
YIR017C	YIL027C
YIR017C	YIL030C
YIR017C	YIL031W
YIR017C	YIL034C
YIR017C	YIL035C
YIR017C	YIL036W
YIR017C	YIL038C
YIR017C	YIL040W
YIR017C	YIL041W
YIR017C	YIL042C
YIR017C	YIL043C
YIR017C	YIL044C
YIR017C	YIL045W
YIR017C	YIL046W
YIR017C	YIL047C
YIR017C	YIL048W
YIR017C	YIL049W
YIR017C	YIL050W
YIR017C	YIL051C
YIR017C	YIL053W
YIR017C	YIL054W
YIR017C	YIL055C
YIR017C	YIL056W
YIR017C	YIL057C
YIR017C	YIL058W
YIR017C	YIL061C
YIR017C	YIL062C
YIR017C	YIL063C
YIR017C	YIL064W
YIR017C	YIL065C
YIR017C	YIL067C
YIR017C	YIL068C
YIR017C	YIL069C
YIR017C	YIL070C
YIR017C	YIL071C
YIR017C	YIL073C
YIR017C	YIL074C
YIR017C	YIL076W
YIR017C	YIL077C
YIR017C	YIL078W
YIR017C	YIL079C
YIR017C	YIL083C
YIR017C	YIL084C
YIR017C	YIL085C
YIR017C	YIL086C
YIR017C	YIL088C
YIR017C	YIL090W
YIR017C	YIL091C
YIR017C	YIL093C
YIR017C	YIL094C
YIR017C	YIL095W
YIR017C	YIL097W
YIR017C	YIL098C
YIR017C	YIL099W
YIR017C	YIL101C
YIR017C	YIL103W
YIR017C	YIL104C
YIR017C	YIL105C
YIR017C	YIL106W
YIR017C	YIL107C
YIR017C	YIL108W
YIR017C	YIL111W
YIR017C	YIL112W
YIR017C	YIL116W
YIR017C	YIL117C
YIR017C	YIL118W
YIR017C	YIL119C
YIR017C	YIL121W
YIR017C	YIL122W
YIR017C	YIL123W
YIR017C	YIL124W
YIR017C	YIL125W
YIR017C	YIL126W
YIR017C	YIL127C
YIR017C	YIL128W
YIR017C	YIL129C
YIR017C	YIL131C
YIR017C	YIL133C
YIR017C	YIL135C
YIR017C	YIL136W
YIR017C	YIL137C
YIR017C	YIL138C
YIR017C	YIL139C
YIR017C	YIL140W
YIR017C	YIL142W
YIR017C	YIL143C
YIR017C	YIL144W
YIR017C	YIL145C
YIR017C	YIL146C
YIR017C	YIL148W
YIR017C	YIL149C
YIR017C	YIL150C
YIR017C	YIL151C
YIR017C	YIL152W
YIR017C	YIL153W
YIR017C	YIL154C
YIR017C	YIL155C
YIR017C	YIL156W
YIR017C	YIL157C
YIR017C	YIL158W
YIR017C	YIL160C
YIR017C	YIL161W
YIR017C	YIL162W
YIR017C	YIL164C
YIR017C	YIL165C
YIR017C	YIL169C
YIR017C	YIL173W
YIR017C	YIL176C
YIR017C	YIL177C
YIR017C	YIR001C
YIR017C	YIR002C
YIR017C	YIR003W
YIR017C	YIR004W
YIR017C	YIR010W
YIR017C	YIR016W
YIR017C	YIR018W
YIR017C	YIR019C
YIR017C	YIR020C
YIR017C	YIR021W
YIR017C	YIR022W
YIR017C	YIR023W
YIR017C	YIR025W
YIR017C	YIR026C
YIR017C	YIR029W
YIR017C	YIR031C
YIR017C	YIR032C
YIR017C	YIR033W
YIR017C	YIR034C
YIR017C	YIR035C
YIR017C	YIR036C
YIR017C	YIR038C
YIR017C	YIR039C
YIR017C	YJL001W
YIR017C	YJL002C
YIR017C	YJL003W
YIR017C	YJL004C
YIR017C	YJL005W
YIR017C	YJL006C
YIR017C	YJL008C
YIR017C	YJL010C
YIR017C	YJL012C
YIR017C	YJL013C
YIR017C	YJL014W
YIR017C	YJL016W
YIR017C	YJL019W
YIR017C	YJL020C
YIR017C	YJL023C
YIR017C	YJL024C
YIR017C	YJL025W
YIR017C	YJL026W
YIR017C	YJL027C
YIR017C	YJL029C
YIR017C	YJL031C
YIR017C	YJL033W
YIR017C	YJL034W
YIR017C	YJL035C
YIR017C	YJL036W
YIR017C	YJL039C
YIR017C	YJL041W
YIR017C	YJL042W
YIR017C	YJL044C
YIR017C	YJL046W
YIR017C	YJL048C
YIR017C	YJL049W
YIR017C	YJL050W
YIR017C	YJL051W
YIR017C	YJL052W
YIR017C	YJL053W
YIR017C	YJL054W
YIR017C	YJL055W
YIR017C	YJL056C
YIR017C	YJL057C
YIR017C	YJL059W
YIR017C	YJL060W
YIR017C	YJL061W
YIR017C	YJL062W
YIR017C	YJL063C
YIR017C	YJL065C
YIR017C	YJL066C
YIR017C	YJL068C
YIR017C	YJL070C
YIR017C	YJL071W
YIR017C	YJL072C
YIR017C	YJL074C
YIR017C	YJL076W
YIR017C	YJL078C
YIR017C	YJL079C
YIR017C	YJL081C
YIR017C	YJL082W
YIR017C	YJL083W
YIR017C	YJL084C
YIR017C	YJL085W
YIR017C	YJL087C
YIR017C	YJL088W
YIR017C	YJL090C
YIR017C	YJL091C
YIR017C	YJL092W
YIR017C	YJL093C
YIR017C	YJL094C
YIR017C	YJL095W
YIR017C	YJL096W
YIR017C	YJL097W
YIR017C	YJL098W
YIR017C	YJL099W
YIR017C	YJL100W
YIR017C	YJL101C
YIR017C	YJL102W
YIR017C	YJL103C
YIR017C	YJL104W
YIR017C	YJL106W
YIR017C	YJL107C
YIR017C	YJL108C
YIR017C	YJL109C
YIR017C	YJL110C
YIR017C	YJL111W
YIR017C	YJL112W
YIR017C	YJL115W
YIR017C	YJL119C
YIR017C	YJL123C
YIR017C	YJL124C
YIR017C	YJL126W
YIR017C	YJL132W
YIR017C	YJL133W
YIR017C	YJL134W
YIR017C	YJL136C
YIR017C	YJL137C
YIR017C	YJL138C
YIR017C	YJL139C
YIR017C	YJL140W
YIR017C	YJL141C
YIR017C	YJL143W
YIR017C	YJL144W
YIR017C	YJL145W
YIR017C	YJL146W
YIR017C	YJL148W
YIR017C	YJL150W
YIR017C	YJL151C
YIR017C	YJL154C
YIR017C	YJL155C
YIR017C	YJL156C
YIR017C	YJL157C
YIR017C	YJL158C
YIR017C	YJL159W
YIR017C	YJL161W
YIR017C	YJL163C
YIR017C	YJL164C
YIR017C	YJL165C
YIR017C	YJL166W
YIR017C	YJL167W
YIR017C	YJL168C
YIR017C	YJL170C
YIR017C	YJL171C
YIR017C	YJL172W
YIR017C	YJL173C
YIR017C	YJL174W
YIR017C	YJL176C
YIR017C	YJL177W
YIR017C	YJL178C
YIR017C	YJL179W
YIR017C	YJL180C
YIR017C	YJL181W
YIR017C	YJL183W
YIR017C	YJL184W
YIR017C	YJL185C
YIR017C	YJL186W
YIR017C	YJL188C
YIR017C	YJL190C
YIR017C	YJL193W
YIR017C	YJL196C
YIR017C	YJL197W
YIR017C	YJL198W
YIR017C	YJL199C
YIR017C	YJL200C
YIR017C	YJL201W
YIR017C	YJL202C
YIR017C	YJL203W
YIR017C	YJL204C
YIR017C	YJL206C
YIR017C	YJL208C
YIR017C	YJL209W
YIR017C	YJL210W
YIR017C	YJL212C
YIR017C	YJL213W
YIR017C	YJL214W
YIR017C	YJL216C
YIR017C	YJL219W
YIR017C	YJL222W
YIR017C	YJL223C
YIR017C	YJL225C
YIR017C	YJR001W
YIR017C	YJR002W
YIR017C	YJR004C
YIR017C	YJR005W
YIR017C	YJR006W
YIR017C	YJR007W
YIR017C	YJR009C
YIR017C	YJR010W
YIR017C	YJR011C
YIR017C	YJR012C
YIR017C	YJR013W
YIR017C	YJR014W
YIR017C	YJR016C
YIR017C	YJR019C
YIR017C	YJR021C
YIR017C	YJR024C
YIR017C	YJR025C
YIR017C	YJR030C
YIR017C	YJR031C
YIR017C	YJR032W
YIR017C	YJR033C
YIR017C	YJR035W
YIR017C	YJR036C
YIR017C	YJR037W
YIR017C	YJR039W
YIR017C	YJR040W
YIR017C	YJR041C
YIR017C	YJR042W
YIR017C	YJR043C
YIR017C	YJR044C
YIR017C	YJR045C
YIR017C	YJR046W
YIR017C	YJR047C
YIR017C	YJR048W
YIR017C	YJR049C
YIR017C	YJR050W
YIR017C	YJR051W
YIR017C	YJR052W
YIR017C	YJR053W
YIR017C	YJR054W
YIR017C	YJR056C
YIR017C	YJR057W
YIR017C	YJR058C
YIR017C	YJR059W
YIR017C	YJR060W
YIR017C	YJR061W
YIR017C	YJR062C
YIR017C	YJR063W
YIR017C	YJR064W
YIR017C	YJR065C
YIR017C	YJR067C
YIR017C	YJR069C
YIR017C	YJR070C
YIR017C	YJR077C
YIR017C	YJR080C
YIR017C	YJR083C
YIR017C	YJR084W
YIR017C	YJR086W
YIR017C	YJR087W
YIR017C	YJR088C
YIR017C	YJR089W
YIR017C	YJR090C
YIR017C	YJR091C
YIR017C	YJR092W
YIR017C	YJR093C
YIR017C	YJR094C
YIR017C	YJR096W
YIR017C	YJR098C
YIR017C	YJR099W
YIR017C	YJR100C
YIR017C	YJR102C
YIR017C	YJR103W
YIR017C	YJR104C
YIR017C	YJR105W
YIR017C	YJR106W
YIR017C	YJR107W
YIR017C	YJR109C
YIR017C	YJR110W
YIR017C	YJR111C
YIR017C	YJR112W
YIR017C	YJR113C
YIR017C	YJR115W
YIR017C	YJR116W
YIR017C	YJR117W
YIR017C	YJR118C
YIR017C	YJR121W
YIR017C	YJR122W
YIR017C	YJR124C
YIR017C	YJR125C
YIR017C	YJR127C
YIR017C	YJR129C
YIR017C	YJR131W
YIR017C	YJR132W
YIR017C	YJR133W
YIR017C	YJR135C
YIR017C	YJR135W-A
YIR017C	YJR136C
YIR017C	YJR137C
YIR017C	YJR138W
YIR017C	YJR139C
YIR017C	YJR141W
YIR017C	YJR142W
YIR017C	YJR143C
YIR017C	YJR144W
YIR017C	YJR145C
YIR017C	YJR147W
YIR017C	YJR152W
YIR017C	YJR154W
YIR017C	YJR156C
YIR017C	YJR158W
YIR017C	YJR159W
YIR017C	YJR160C
YIR017C	YJR161C
YIR017C	YKL001C
YIR017C	YKL002W
YIR017C	YKL004W
YIR017C	YKL007W
YIR017C	YKL008C
YIR017C	YKL011C
YIR017C	YKL012W
YIR017C	YKL015W
YIR017C	YKL016C
YIR017C	YKL017C
YIR017C	YKL018W
YIR017C	YKL019W
YIR017C	YKL020C
YIR017C	YKL021C
YIR017C	YKL022C
YIR017C	YKL023W
YIR017C	YKL024C
YIR017C	YKL025C
YIR017C	YKL026C
YIR017C	YKL027W
YIR017C	YKL029C
YIR017C	YKL032C
YIR017C	YKL033W
YIR017C	YKL033W-A
YIR017C	YKL034W
YIR017C	YKL035W
YIR017C	YKL036C
YIR017C	YKL037W
YIR017C	YKL038W
YIR017C	YKL039W
YIR017C	YKL040C
YIR017C	YKL041W
YIR017C	YKL042W
YIR017C	YKL043W
YIR017C	YKL044W
YIR017C	YKL045W
YIR017C	YKL046C
YIR017C	YKL047W
YIR017C	YKL048C
YIR017C	YKL049C
YIR017C	YKL050C
YIR017C	YKL051W
YIR017C	YKL052C
YIR017C	YKL053W
YIR017C	YKL054C
YIR017C	YKL055C
YIR017C	YKL056C
YIR017C	YKL057C
YIR017C	YKL058W
YIR017C	YKL059C
YIR017C	YKL060C
YIR017C	YKL061W
YIR017C	YKL062W
YIR017C	YKL064W
YIR017C	YKL065C
YIR017C	YKL066W
YIR017C	YKL067W
YIR017C	YKL068W
YIR017C	YKL069W
YIR017C	YKL070W
YIR017C	YKL071W
YIR017C	YKL072W
YIR017C	YKL073W
YIR017C	YKL074C
YIR017C	YKL075C
YIR017C	YKL076C
YIR017C	YKL077W
YIR017C	YKL078W
YIR017C	YKL079W
YIR017C	YKL081W
YIR017C	YKL082C
YIR017C	YKL084W
YIR017C	YKL085W
YIR017C	YKL087C
YIR017C	YKL088W
YIR017C	YKL089W
YIR017C	YKL091C
YIR017C	YKL092C
YIR017C	YKL093W
YIR017C	YKL094W
YIR017C	YKL095W
YIR017C	YKL096W
YIR017C	YKL096W-A
YIR017C	YKL098W
YIR017C	YKL099C
YIR017C	YKL100C
YIR017C	YKL101W
YIR017C	YKL102C
YIR017C	YKL104C
YIR017C	YKL105C
YIR017C	YKL106W
YIR017C	YKL108W
YIR017C	YKL109W
YIR017C	YKL110C
YIR017C	YKL112W
YIR017C	YKL113C
YIR017C	YKL114C
YIR017C	YKL115C
YIR017C	YKL116C
YIR017C	YKL117W
YIR017C	YKL119C
YIR017C	YKL120W
YIR017C	YKL121W
YIR017C	YKL122C
YIR017C	YKL123W
YIR017C	YKL127W
YIR017C	YKL128C
YIR017C	YKL129C
YIR017C	YKL130C
YIR017C	YKL132C
YIR017C	YKL134C
YIR017C	YKL135C
YIR017C	YKL137W
YIR017C	YKL139W
YIR017C	YKL141W
YIR017C	YKL142W
YIR017C	YKL143W
YIR017C	YKL150W
YIR017C	YKL151C
YIR017C	YKL152C
YIR017C	YKL155C
YIR017C	YKL157W
YIR017C	YKL159C
YIR017C	YKL160W
YIR017C	YKL161C
YIR017C	YKL162C
YIR017C	YKL162C-A
YIR017C	YKL163W
YIR017C	YKL164C
YIR017C	YKL165C
YIR017C	YKL166C
YIR017C	YKL167C
YIR017C	YKL168C
YIR017C	YKL170W
YIR017C	YKL171W
YIR017C	YKL172W
YIR017C	YKL173W
YIR017C	YKL174C
YIR017C	YKL175W
YIR017C	YKL176C
YIR017C	YKL178C
YIR017C	YKL179C
YIR017C	YKL180W
YIR017C	YKL181W
YIR017C	YKL182W
YIR017C	YKL183W
YIR017C	YKL184W
YIR017C	YKL186C
YIR017C	YKL188C
YIR017C	YKL189W
YIR017C	YKL190W
YIR017C	YKL191W
YIR017C	YKL192C
YIR017C	YKL193C
YIR017C	YKL194C
YIR017C	YKL195W
YIR017C	YKL196C
YIR017C	YKL197C
YIR017C	YKL198C
YIR017C	YKL201C
YIR017C	YKL202W
YIR017C	YKL203C
YIR017C	YKL204W
YIR017C	YKL205W
YIR017C	YKL206C
YIR017C	YKL207W
YIR017C	YKL208W
YIR017C	YKL209C
YIR017C	YKL210W
YIR017C	YKL211C
YIR017C	YKL212W
YIR017C	YKL214C
YIR017C	YKL215C
YIR017C	YKL216W
YIR017C	YKL217W
YIR017C	YKL218C
YIR017C	YKL219W
YIR017C	YKR001C
YIR017C	YKR002W
YIR017C	YKR003W
YIR017C	YKR004C
YIR017C	YKR005C
YIR017C	YKR006C
YIR017C	YKR007W
YIR017C	YKR008W
YIR017C	YKR009C
YIR017C	YKR010C
YIR017C	YKR011C
YIR017C	YKR012C
YIR017C	YKR013W
YIR017C	YKR014C
YIR017C	YKR018C
YIR017C	YKR021W
YIR017C	YKR023W
YIR017C	YKR025W
YIR017C	YKR026C
YIR017C	YKR027W
YIR017C	YKR028W
YIR017C	YKR030W
YIR017C	YKR031C
YIR017C	YKR036C
YIR017C	YKR037C
YIR017C	YKR042W
YIR017C	YKR043C
YIR017C	YKR044W
YIR017C	YKR045C
YIR017C	YKR046C
YIR017C	YKR047W
YIR017C	YKR048C
YIR017C	YKR049C
YIR017C	YKR050W
YIR017C	YKR052C
YIR017C	YKR053C
YIR017C	YKR054C
YIR017C	YKR055W
YIR017C	YKR056W
YIR017C	YKR057W
YIR017C	YKR058W
YIR017C	YKR061W
YIR017C	YKR062W
YIR017C	YKR063C
YIR017C	YKR064W
YIR017C	YKR065C
YIR017C	YKR067W
YIR017C	YKR068C
YIR017C	YKR069W
YIR017C	YKR070W
YIR017C	YKR071C
YIR017C	YKR072C
YIR017C	YKR073C
YIR017C	YKR074W
YIR017C	YKR075C
YIR017C	YKR076W
YIR017C	YKR077W
YIR017C	YKR078W
YIR017C	YKR079C
YIR017C	YKR080W
YIR017C	YKR081C
YIR017C	YKR082W
YIR017C	YKR083C
YIR017C	YKR084C
YIR017C	YKR085C
YIR017C	YKR087C
YIR017C	YKR088C
YIR017C	YKR089C
YIR017C	YKR090W
YIR017C	YKR091W
YIR017C	YKR092C
YIR017C	YKR093W
YIR017C	YKR094C
YIR017C	YKR095W
YIR017C	YKR096W
YIR017C	YKR098C
YIR017C	YKR099W
YIR017C	YKR101W
YIR017C	YKR102W
YIR017C	YKR104W
YIR017C	YLL001W
YIR017C	YLL002W
YIR017C	YLL003W
YIR017C	YLL004W
YIR017C	YLL006W
YIR017C	YLL008W
YIR017C	YLL009C
YIR017C	YLL011W
YIR017C	YLL012W
YIR017C	YLL013C
YIR017C	YLL014W
YIR017C	YLL015W
YIR017C	YLL018C-A
YIR017C	YLL019C
YIR017C	YLL020C
YIR017C	YLL021W
YIR017C	YLL022C
YIR017C	YLL023C
YIR017C	YLL024C
YIR017C	YLL025W
YIR017C	YLL026W
YIR017C	YLL027W
YIR017C	YLL028W
YIR017C	YLL029W
YIR017C	YLL031C
YIR017C	YLL032C
YIR017C	YLL034C
YIR017C	YLL035W
YIR017C	YLL036C
YIR017C	YLL037W
YIR017C	YLL038C
YIR017C	YLL039C
YIR017C	YLL040C
YIR017C	YLL041C
YIR017C	YLL042C
YIR017C	YLL043W
YIR017C	YLL045C
YIR017C	YLL048C
YIR017C	YLL049W
YIR017C	YLL050C
YIR017C	YLL051C
YIR017C	YLL052C
YIR017C	YLL053C
YIR017C	YLL055W
YIR017C	YLL056C
YIR017C	YLL057C
YIR017C	YLL058W
YIR017C	YLL060C
YIR017C	YLL061W
YIR017C	YLL062C
YIR017C	YLL063C
YIR017C	YLL064C
YIR017C	YLL066C
YIR017C	YLL067C
YIR017C	YLR001C
YIR017C	YLR002C
YIR017C	YLR003C
YIR017C	YLR005W
YIR017C	YLR007W
YIR017C	YLR008C
YIR017C	YLR009W
YIR017C	YLR011W
YIR017C	YLR014C
YIR017C	YLR015W
YIR017C	YLR016C
YIR017C	YLR017W
YIR017C	YLR018C
YIR017C	YLR020C
YIR017C	YLR021W
YIR017C	YLR022C
YIR017C	YLR023C
YIR017C	YLR024C
YIR017C	YLR026C
YIR017C	YLR027C
YIR017C	YLR028C
YIR017C	YLR029C
YIR017C	YLR030W
YIR017C	YLR032W
YIR017C	YLR033W
YIR017C	YLR034C
YIR017C	YLR035C
YIR017C	YLR036C
YIR017C	YLR037C
YIR017C	YLR038C
YIR017C	YLR040C
YIR017C	YLR043C
YIR017C	YLR044C
YIR017C	YLR045C
YIR017C	YLR046C
YIR017C	YLR047C
YIR017C	YLR049C
YIR017C	YLR050C
YIR017C	YLR052W
YIR017C	YLR053C
YIR017C	YLR054C
YIR017C	YLR055C
YIR017C	YLR056W
YIR017C	YLR057W
YIR017C	YLR058C
YIR017C	YLR059C
YIR017C	YLR060W
YIR017C	YLR061W
YIR017C	YLR062C
YIR017C	YLR063W
YIR017C	YLR064W
YIR017C	YLR065C
YIR017C	YLR067C
YIR017C	YLR068W
YIR017C	YLR069C
YIR017C	YLR070C
YIR017C	YLR071C
YIR017C	YLR072W
YIR017C	YLR073C
YIR017C	YLR074C
YIR017C	YLR075W
YIR017C	YLR076C
YIR017C	YLR077W
YIR017C	YLR078C
YIR017C	YLR079W
YIR017C	YLR080W
YIR017C	YLR081W
YIR017C	YLR082C
YIR017C	YLR083C
YIR017C	YLR084C
YIR017C	YLR085C
YIR017C	YLR086W
YIR017C	YLR087C
YIR017C	YLR088W
YIR017C	YLR089C
YIR017C	YLR090W
YIR017C	YLR091W
YIR017C	YLR092W
YIR017C	YLR093C
YIR017C	YLR094C
YIR017C	YLR095C
YIR017C	YLR096W
YIR017C	YLR097C
YIR017C	YLR098C
YIR017C	YLR099C
YIR017C	YLR100W
YIR017C	YLR102C
YIR017C	YLR104W
YIR017C	YLR105C
YIR017C	YLR106C
YIR017C	YLR107W
YIR017C	YLR108C
YIR017C	YLR109W
YIR017C	YLR110C
YIR017C	YLR111W
YIR017C	YLR112W
YIR017C	YLR113W
YIR017C	YLR115W
YIR017C	YLR116W
YIR017C	YLR117C
YIR017C	YLR118C
YIR017C	YLR119W
YIR017C	YLR120C
YIR017C	YLR121C
YIR017C	YLR122C
YIR017C	YLR125W
YIR017C	YLR126C
YIR017C	YLR127C
YIR017C	YLR128W
YIR017C	YLR130C
YIR017C	YLR131C
YIR017C	YLR133W
YIR017C	YLR134W
YIR017C	YLR135W
YIR017C	YLR136C
YIR017C	YLR137W
YIR017C	YLR138W
YIR017C	YLR139C
YIR017C	YLR140W
YIR017C	YLR141W
YIR017C	YLR142W
YIR017C	YLR144C
YIR017C	YLR146C
YIR017C	YLR147C
YIR017C	YLR149C
YIR017C	YLR150W
YIR017C	YLR151C
YIR017C	YLR152C
YIR017C	YLR153C
YIR017C	YLR162W
YIR017C	YLR163C
YIR017C	YLR164W
YIR017C	YLR165C
YIR017C	YLR166C
YIR017C	YLR167W
YIR017C	YLR168C
YIR017C	YLR169W
YIR017C	YLR172C
YIR017C	YLR173W
YIR017C	YLR174W
YIR017C	YLR175W
YIR017C	YLR176C
YIR017C	YLR177W
YIR017C	YLR178C
YIR017C	YLR179C
YIR017C	YLR180W
YIR017C	YLR181C
YIR017C	YLR182W
YIR017C	YLR183C
YIR017C	YLR185W
YIR017C	YLR189C
YIR017C	YLR192C
YIR017C	YLR194C
YIR017C	YLR195C
YIR017C	YLR196W
YIR017C	YLR197W
YIR017C	YLR202C
YIR017C	YLR203C
YIR017C	YLR204W
YIR017C	YLR206W
YIR017C	YLR207W
YIR017C	YLR208W
YIR017C	YLR209C
YIR017C	YLR210W
YIR017C	YLR211C
YIR017C	YLR213C
YIR017C	YLR216C
YIR017C	YLR219W
YIR017C	YLR220W
YIR017C	YLR221C
YIR017C	YLR222C
YIR017C	YLR223C
YIR017C	YLR224W
YIR017C	YLR225C
YIR017C	YLR228C
YIR017C	YLR229C
YIR017C	YLR230W
YIR017C	YLR231C
YIR017C	YLR232W
YIR017C	YLR233C
YIR017C	YLR234W
YIR017C	YLR237W
YIR017C	YLR238W
YIR017C	YLR239C
YIR017C	YLR240W
YIR017C	YLR241W
YIR017C	YLR242C
YIR017C	YLR243W
YIR017C	YLR244C
YIR017C	YLR245C
YIR017C	YLR246W
YIR017C	YLR247C
YIR017C	YLR248W
YIR017C	YLR249W
YIR017C	YLR250W
YIR017C	YLR251W
YIR017C	YLR252W
YIR017C	YLR255C
YIR017C	YLR256W
YIR017C	YLR257W
YIR017C	YLR258W
YIR017C	YLR259C
YIR017C	YLR260W
YIR017C	YLR262C
YIR017C	YLR262C-A
YIR017C	YLR263W
YIR017C	YLR265C
YIR017C	YLR267W
YIR017C	YLR270W
YIR017C	YLR273C
YIR017C	YLR274W
YIR017C	YLR277C
YIR017C	YLR278C
YIR017C	YLR279W
YIR017C	YLR281C
YIR017C	YLR283W
YIR017C	YLR285W
YIR017C	YLR286C
YIR017C	YLR287C
YIR017C	YLR287C-A
YIR017C	YLR290C
YIR017C	YLR291C
YIR017C	YLR292C
YIR017C	YLR293C
YIR017C	YLR294C
YIR017C	YLR297W
YIR017C	YLR298C
YIR017C	YLR299W
YIR017C	YLR300W
YIR017C	YLR301W
YIR017C	YLR302C
YIR017C	YLR303W
YIR017C	YLR304C
YIR017C	YLR306W
YIR017C	YLR309C
YIR017C	YLR314C
YIR017C	YLR315W
YIR017C	YLR316C
YIR017C	YLR318W
YIR017C	YLR319C
YIR017C	YLR321C
YIR017C	YLR324W
YIR017C	YLR325C
YIR017C	YLR326W
YIR017C	YLR327C
YIR017C	YLR329W
YIR017C	YLR330W
YIR017C	YLR332W
YIR017C	YLR333C
YIR017C	YLR335W
YIR017C	YLR336C
YIR017C	YLR337C
YIR017C	YLR341W
YIR017C	YLR342W
YIR017C	YLR343W
YIR017C	YLR344W
YIR017C	YLR347C
YIR017C	YLR348C
YIR017C	YLR349W
YIR017C	YLR350W
YIR017C	YLR351C
YIR017C	YLR352W
YIR017C	YLR353W
YIR017C	YLR355C
YIR017C	YLR357W
YIR017C	YLR359W
YIR017C	YLR360W
YIR017C	YLR361C
YIR017C	YLR362W
YIR017C	YLR364W
YIR017C	YLR367W
YIR017C	YLR370C
YIR017C	YLR371W
YIR017C	YLR372W
YIR017C	YLR373C
YIR017C	YLR375W
YIR017C	YLR378C
YIR017C	YLR380W
YIR017C	YLR381W
YIR017C	YLR382C
YIR017C	YLR383W
YIR017C	YLR384C
