TF	Target
YDR463W	YBL092W
YDR463W	YBL098W
YDR463W	YBL104C
YDR463W	YBL111C
YDR463W	YBL112C
YDR463W	YBR005W
YDR463W	YBR009C
YDR463W	YBR010W
YDR463W	YBR012C
YDR463W	YBR018C
YDR463W	YBR032W
YDR463W	YBR043C
YDR463W	YBR045C
YDR463W	YBR047W
YDR463W	YBR053C
YDR463W	YBR056W
YDR463W	YBR068C
YDR463W	YBR069C
YDR463W	YBR071W
YDR463W	YBR072W
YDR463W	YBR082C
YDR463W	YBR083W
YDR463W	YBR085W
YDR463W	YBR087W
YDR463W	YBR092C
YDR463W	YBR093C
YDR463W	YBR098W
YDR463W	YBR101C
YDR463W	YBR105C
YDR463W	YBR110W
YDR463W	YBR118W
YDR463W	YBR126C
YDR463W	YBR129C
YDR463W	YBR131W
YDR463W	YBR132C
YDR463W	YBR135W
YDR463W	YBR137W
YDR463W	YBR149W
YDR463W	YBR160W
YDR463W	YBR161W
YDR463W	YBR167C
YDR463W	YBR168W
YDR463W	YBR187W
YDR463W	YBR201W
YDR463W	YBR207W
YDR463W	YBR211C
YDR463W	YBR216C
YDR463W	YBR230C
YDR463W	YBR240C
YDR463W	YBR244W
YDR463W	YBR248C
YDR463W	YBR264C
YDR463W	YBR265W
YDR463W	YBR287W
YDR463W	YBR297W
YDR463W	YBR302C
YDR463W	YCL014W
YDR463W	YCL018W
YDR463W	YCL024W
YDR463W	YCL025C
YDR463W	YCL026C-A
YDR463W	YCL030C
YDR463W	YCL035C
YDR463W	YCL040W
YDR463W	YCL042W
YDR463W	YCL064C
YDR463W	YCR009C
YDR463W	YCR018C-A
YDR463W	YCR019W
YDR463W	YCR020C
YDR463W	YCR021C
YDR463W	YCR023C
YDR463W	YCR024C-B
YDR463W	YCR025C
YDR463W	YCR089W
YDR463W	YCR094W
YDR463W	YCR095C
YDR463W	YCR096C
YDR463W	YCR106W
YDR463W	YDL012C
YDR463W	YDL022W
YDR463W	YDL039C
YDR463W	YDL043C
YDR463W	YDL047W
YDR463W	YDL070W
YDR463W	YDL072C
YDR463W	YDL116W
YDR463W	YDL120W
YDR463W	YDL124W
YDR463W	YDL128W
YDR463W	YDL146W
YDR463W	YDL147W
YDR463W	YDL154W
YDR463W	YDL181W
YDR463W	YDL182W
YDR463W	YDL196W
YDR463W	YDL199C
YDR463W	YDL205C
YDR463W	YDL210W
YDR463W	YDL215C
YDR463W	YDL222C
YDR463W	YDL234C
YDR463W	YDL241W
YDR463W	YDR003W
YDR463W	YDR004W
YDR463W	YDR009W
YDR463W	YDR011W
YDR463W	YDR013W
YDR463W	YDR019C
YDR463W	YDR034C
YDR463W	YDR038C
YDR463W	YDR040C
YDR463W	YDR042C
YDR463W	YDR043C
YDR463W	YDR044W
YDR463W	YDR045C
YDR463W	YDR046C
YDR463W	YDR047W
YDR463W	YDR049W
YDR463W	YDR067C
YDR463W	YDR068W
YDR463W	YDR070C
YDR463W	YDR072C
YDR463W	YDR075W
YDR463W	YDR076W
YDR463W	YDR077W
YDR463W	YDR078C
YDR463W	YDR079W
YDR463W	YDR084C
YDR463W	YDR098C
YDR463W	YDR102C
YDR463W	YDR103W
YDR463W	YDR105C
YDR463W	YDR111C
YDR463W	YDR112W
YDR463W	YDR122W
YDR463W	YDR146C
YDR463W	YDR160W
YDR463W	YDR171W
YDR463W	YDR174W
YDR463W	YDR179C
YDR463W	YDR179W-A
YDR463W	YDR183W
YDR463W	YDR186C
YDR463W	YDR205W
YDR463W	YDR207C
YDR463W	YDR209C
YDR463W	YDR222W
YDR463W	YDR224C
YDR463W	YDR225W
YDR463W	YDR242W
YDR463W	YDR244W
YDR463W	YDR258C
YDR463W	YDR264C
YDR463W	YDR270W
YDR463W	YDR281C
YDR463W	YDR282C
YDR463W	YDR284C
YDR463W	YDR286C
YDR463W	YDR297W
YDR463W	YDR309C
YDR463W	YDR315C
YDR463W	YDR319C
YDR463W	YDR344C
YDR463W	YDR345C
YDR463W	YDR353W
YDR463W	YDR366C
YDR463W	YDR380W
YDR463W	YDR384C
YDR463W	YDR406W
YDR463W	YDR411C
YDR463W	YDR463W
YDR463W	YDR473C
YDR463W	YDR481C
YDR463W	YDR482C
YDR463W	YDR493W
YDR463W	YDR494W
YDR463W	YDR502C
YDR463W	YDR508C
YDR463W	YDR510W
YDR463W	YDR516C
YDR463W	YDR518W
YDR463W	YDR524C-B
YDR463W	YDR531W
YDR463W	YDR534C
YDR463W	YDR540C
YDR463W	YEL002C
YDR463W	YEL004W
YDR463W	YEL007W
YDR463W	YEL008W
YDR463W	YEL009C
YDR463W	YEL035C
YDR463W	YEL036C
YDR463W	YEL038W
YDR463W	YEL042W
YDR463W	YEL044W
YDR463W	YEL045C
YDR463W	YEL046C
YDR463W	YEL060C
YDR463W	YEL062W
YDR463W	YEL065W
YDR463W	YEL066W
YDR463W	YEL067C
YDR463W	YER007C-A
YDR463W	YER011W
YDR463W	YER013W
YDR463W	YER015W
YDR463W	YER028C
YDR463W	YER029C
YDR463W	YER035W
YDR463W	YER036C
YDR463W	YER037W
YDR463W	YER042W
YDR463W	YER046W
YDR463W	YER052C
YDR463W	YER056C
YDR463W	YER057C
YDR463W	YER060W
YDR463W	YER064C
YDR463W	YER070W
YDR463W	YER073W
YDR463W	YER079W
YDR463W	YER081W
YDR463W	YER091C
YDR463W	YER098W
YDR463W	YER120W
YDR463W	YER121W
YDR463W	YER150W
YDR463W	YER156C
YDR463W	YER157W
YDR463W	YER175C
YDR463W	YER183C
YDR463W	YER185W
YDR463W	YFL015C
YDR463W	YFL021W
YDR463W	YFL036W
YDR463W	YFL045C
YDR463W	YFL048C
YDR463W	YFL052W
YDR463W	YFL062W
YDR463W	YFR001W
YDR463W	YFR016C
YDR463W	YFR026C
YDR463W	YFR030W
YDR463W	YFR032C
YDR463W	YFR032C-A
YDR463W	YFR033C
YDR463W	YFR034C
YDR463W	YFR035C
YDR463W	YFR040W
YDR463W	YFR046C
YDR463W	YGL001C
YDR463W	YGL007W
YDR463W	YGL009C
YDR463W	YGL032C
YDR463W	YGL037C
YDR463W	YGL038C
YDR463W	YGL039W
YDR463W	YGL062W
YDR463W	YGL073W
YDR463W	YGL080W
YDR463W	YGL083W
YDR463W	YGL085W
YDR463W	YGL087C
YDR463W	YGL121C
YDR463W	YGL156W
YDR463W	YGL160W
YDR463W	YGL166W
YDR463W	YGL184C
YDR463W	YGL225W
YDR463W	YGL253W
YDR463W	YGL254W
YDR463W	YGL255W
YDR463W	YGL263W
YDR463W	YGR008C
YDR463W	YGR012W
YDR463W	YGR020C
YDR463W	YGR032W
YDR463W	YGR033C
YDR463W	YGR035W-A
YDR463W	YGR036C
YDR463W	YGR038W
YDR463W	YGR039W
YDR463W	YGR040W
YDR463W	YGR041W
YDR463W	YGR043C
YDR463W	YGR049W
YDR463W	YGR054W
YDR463W	YGR055W
YDR463W	YGR060W
YDR463W	YGR065C
YDR463W	YGR071C
YDR463W	YGR072W
YDR463W	YGR086C
YDR463W	YGR087C
YDR463W	YGR103W
YDR463W	YGR108W
YDR463W	YGR109C
YDR463W	YGR110W
YDR463W	YGR123C
YDR463W	YGR134W
YDR463W	YGR136W
YDR463W	YGR137W
YDR463W	YGR138C
YDR463W	YGR141W
YDR463W	YGR142W
YDR463W	YGR146C
YDR463W	YGR146C-A
YDR463W	YGR151C
YDR463W	YGR154C
YDR463W	YGR155W
YDR463W	YGR157W
YDR463W	YGR161C
YDR463W	YGR192C
YDR463W	YGR195W
YDR463W	YGR199W
YDR463W	YGR210C
YDR463W	YGR211W
YDR463W	YGR213C
YDR463W	YGR218W
YDR463W	YGR219W
YDR463W	YGR221C
YDR463W	YGR224W
YDR463W	YGR225W
YDR463W	YGR234W
YDR463W	YGR235C
YDR463W	YGR248W
YDR463W	YGR256W
YDR463W	YGR278W
YDR463W	YGR283C
YDR463W	YGR295C
YDR463W	YHL021C
YDR463W	YHL028W
YDR463W	YHL035C
YDR463W	YHL040C
YDR463W	YHL047C
YDR463W	YHL050C
YDR463W	YHR001W
YDR463W	YHR007C
YDR463W	YHR018C
YDR463W	YHR032W
YDR463W	YHR037W
YDR463W	YHR048W
YDR463W	YHR049W
YDR463W	YHR051W
YDR463W	YHR063C
YDR463W	YHR066W
YDR463W	YHR070W
YDR463W	YHR071W
YDR463W	YHR087W
YDR463W	YHR096C
YDR463W	YHR098C
YDR463W	YHR112C
YDR463W	YHR122W
YDR463W	YHR124W
YDR463W	YHR127W
YDR463W	YHR135C
YDR463W	YHR136C
YDR463W	YHR137W
YDR463W	YHR138C
YDR463W	YHR140W
YDR463W	YHR146W
YDR463W	YHR151C
YDR463W	YHR152W
YDR463W	YHR156C
YDR463W	YHR157W
YDR463W	YHR161C
YDR463W	YHR162W
YDR463W	YHR174W
YDR463W	YHR195W
YDR463W	YHR196W
YDR463W	YHR200W
YDR463W	YHR208W
YDR463W	YHR209W
YDR463W	YHR215W
YDR463W	YIL002W-A
YDR463W	YIL003W
YDR463W	YIL011W
YDR463W	YIL027C
YDR463W	YIL033C
YDR463W	YIL041W
YDR463W	YIL051C
YDR463W	YIL056W
YDR463W	YIL057C
YDR463W	YIL074C
YDR463W	YIL079C
YDR463W	YIL099W
YDR463W	YIL101C
YDR463W	YIL114C
YDR463W	YIL116W
YDR463W	YIL118W
YDR463W	YIL119C
YDR463W	YIL121W
YDR463W	YIL123W
YDR463W	YIL124W
YDR463W	YIL133C
YDR463W	YIL169C
YDR463W	YIR018C-A
YDR463W	YIR018W
YDR463W	YIR027C
YDR463W	YIR028W
YDR463W	YIR032C
YDR463W	YIR034C
YDR463W	YIR039C
YDR463W	YIR042C
YDR463W	YJL026W
YDR463W	YJL037W
YDR463W	YJL045W
YDR463W	YJL048C
YDR463W	YJL052W
YDR463W	YJL057C
YDR463W	YJL071W
YDR463W	YJL073W
YDR463W	YJL076W
YDR463W	YJL078C
YDR463W	YJL085W
YDR463W	YJL092W
YDR463W	YJL101C
YDR463W	YJL139C
YDR463W	YJL144W
YDR463W	YJL148W
YDR463W	YJL152W
YDR463W	YJL153C
YDR463W	YJL157C
YDR463W	YJL158C
YDR463W	YJL160C
YDR463W	YJL161W
YDR463W	YJL167W
YDR463W	YJL170C
YDR463W	YJL196C
YDR463W	YJL210W
YDR463W	YJL212C
YDR463W	YJL213W
YDR463W	YJL223C
YDR463W	YJR008W
YDR463W	YJR009C
YDR463W	YJR010W
YDR463W	YJR011C
YDR463W	YJR015W
YDR463W	YJR040W
YDR463W	YJR075W
YDR463W	YJR078W
YDR463W	YJR079W
YDR463W	YJR094C
YDR463W	YJR119C
YDR463W	YJR137C
YDR463W	YJR146W
YDR463W	YJR147W
YDR463W	YJR148W
YDR463W	YJR149W
YDR463W	YJR150C
YDR463W	YJR152W
YDR463W	YJR154W
YDR463W	YJR155W
YDR463W	YJR156C
YDR463W	YJR161C
YDR463W	YKL001C
YDR463W	YKL002W
YDR463W	YKL016C
YDR463W	YKL029C
YDR463W	YKL031W
YDR463W	YKL035W
YDR463W	YKL036C
YDR463W	YKL043W
YDR463W	YKL044W
YDR463W	YKL047W
YDR463W	YKL051W
YDR463W	YKL068W-A
YDR463W	YKL073W
YDR463W	YKL086W
YDR463W	YKL096W
YDR463W	YKL096W-A
YDR463W	YKL119C
YDR463W	YKL120W
YDR463W	YKL129C
YDR463W	YKL141W
YDR463W	YKL142W
YDR463W	YKL149C
YDR463W	YKL150W
YDR463W	YKL151C
YDR463W	YKL156W
YDR463W	YKL161C
YDR463W	YKL162C
YDR463W	YKL165C
YDR463W	YKL169C
YDR463W	YKL182W
YDR463W	YKL183W
YDR463W	YKL198C
YDR463W	YKL201C
YDR463W	YKL206C
YDR463W	YKL214C
YDR463W	YKR004C
YDR463W	YKR012C
YDR463W	YKR013W
YDR463W	YKR024C
YDR463W	YKR041W
YDR463W	YKR042W
YDR463W	YKR046C
YDR463W	YKR049C
YDR463W	YKR061W
YDR463W	YKR069W
YDR463W	YKR093W
YDR463W	YKR095W
YDR463W	YLL002W
YDR463W	YLL004W
YDR463W	YLL005C
YDR463W	YLL015W
YDR463W	YLL023C
YDR463W	YLL024C
YDR463W	YLL027W
YDR463W	YLL028W
YDR463W	YLL032C
YDR463W	YLL037W
YDR463W	YLL057C
YDR463W	YLL061W
YDR463W	YLR004C
YDR463W	YLR031W
YDR463W	YLR038C
YDR463W	YLR041W
YDR463W	YLR042C
YDR463W	YLR044C
YDR463W	YLR047C
YDR463W	YLR049C
YDR463W	YLR053C
YDR463W	YLR054C
YDR463W	YLR079W
YDR463W	YLR081W
YDR463W	YLR085C
YDR463W	YLR089C
YDR463W	YLR092W
YDR463W	YLR094C
YDR463W	YLR099C
YDR463W	YLR110C
YDR463W	YLR113W
YDR463W	YLR119W
YDR463W	YLR120C
YDR463W	YLR121C
YDR463W	YLR128W
YDR463W	YLR130C
YDR463W	YLR136C
YDR463W	YLR142W
YDR463W	YLR149C
YDR463W	YLR167W
YDR463W	YLR183C
YDR463W	YLR189C
YDR463W	YLR190W
YDR463W	YLR194C
YDR463W	YLR199C
YDR463W	YLR205C
YDR463W	YLR213C
YDR463W	YLR216C
YDR463W	YLR231C
YDR463W	YLR233C
YDR463W	YLR234W
YDR463W	YLR237W
YDR463W	YLR244C
YDR463W	YLR248W
YDR463W	YLR251W
YDR463W	YLR252W
YDR463W	YLR257W
YDR463W	YLR262C
YDR463W	YLR266C
YDR463W	YLR267W
YDR463W	YLR281C
YDR463W	YLR290C
YDR463W	YLR294C
YDR463W	YLR302C
YDR463W	YLR327C
YDR463W	YLR346C
YDR463W	YLR348C
YDR463W	YLR350W
YDR463W	YLR353W
YDR463W	YLR364W
YDR463W	YLR382C
YDR463W	YLR392C
YDR463W	YLR398C
YDR463W	YLR412C-A
YDR463W	YLR412W
YDR463W	YLR413W
YDR463W	YLR414C
YDR463W	YLR415C
YDR463W	YLR416C
YDR463W	YLR420W
YDR463W	YLR423C
YDR463W	YLR430W
YDR463W	YLR432W
YDR463W	YLR437C
YDR463W	YLR438C-A
YDR463W	YLR438W
YDR463W	YLR454W
YDR463W	YLR466W
YDR463W	YLR467W
YDR463W	YML002W
YDR463W	YML007C-A
YDR463W	YML007W
YDR463W	YML010W
YDR463W	YML018C
YDR463W	YML027W
YDR463W	YML031W
YDR463W	YML037C
YDR463W	YML054C
YDR463W	YML055W
YDR463W	YML056C
YDR463W	YML058W
YDR463W	YML073C
YDR463W	YML082W
YDR463W	YML091C
YDR463W	YML094W
YDR463W	YML097C
YDR463W	YML100W
YDR463W	YML107C
YDR463W	YML109W
YDR463W	YML114C
YDR463W	YML116W
YDR463W	YML122C
YDR463W	YML123C
YDR463W	YML130C
YDR463W	YML132W
YDR463W	YMR007W
YDR463W	YMR008C
YDR463W	YMR017W
YDR463W	YMR019W
YDR463W	YMR022W
YDR463W	YMR023C
YDR463W	YMR031C
YDR463W	YMR034C
YDR463W	YMR036C
YDR463W	YMR040W
YDR463W	YMR042W
YDR463W	YMR043W
YDR463W	YMR055C
YDR463W	YMR056C
YDR463W	YMR062C
YDR463W	YMR069W
YDR463W	YMR070W
YDR463W	YMR072W
YDR463W	YMR085W
YDR463W	YMR101C
YDR463W	YMR102C
YDR463W	YMR107W
YDR463W	YMR110C
YDR463W	YMR112C
YDR463W	YMR113W
YDR463W	YMR135C
YDR463W	YMR136W
YDR463W	YMR144W
YDR463W	YMR145C
YDR463W	YMR171C
YDR463W	YMR173W
YDR463W	YMR174C
YDR463W	YMR180C
YDR463W	YMR184W
YDR463W	YMR191W
YDR463W	YMR192W
YDR463W	YMR194C-A
YDR463W	YMR194W
YDR463W	YMR195W
YDR463W	YMR200W
YDR463W	YMR210W
YDR463W	YMR215W
YDR463W	YMR226C
YDR463W	YMR227C
YDR463W	YMR228W
YDR463W	YMR250W
YDR463W	YMR256C
YDR463W	YMR258C
YDR463W	YMR262W
YDR463W	YMR264W
YDR463W	YMR272C
YDR463W	YMR278W
YDR463W	YMR279C
YDR463W	YMR286W
YDR463W	YMR293C
YDR463W	YMR294W
YDR463W	YMR294W-A
YDR463W	YMR295C
YDR463W	YMR298W
YDR463W	YMR304C-A
YDR463W	YMR305C
YDR463W	YMR307W
YDR463W	YMR314W
YDR463W	YMR316C-A
YDR463W	YMR316W
YDR463W	YMR320W
YDR463W	YMR321C
YDR463W	YNL007C
YDR463W	YNL015W
YDR463W	YNL020C
YDR463W	YNL030W
YDR463W	YNL031C
YDR463W	YNL038W
YDR463W	YNL044W
YDR463W	YNL052W
YDR463W	YNL058C
YDR463W	YNL065W
YDR463W	YNL088W
YDR463W	YNL090W
YDR463W	YNL096C
YDR463W	YNL100W
YDR463W	YNL112W
YDR463W	YNL117W
YDR463W	YNL146W
YDR463W	YNL152W
YDR463W	YNL157W
YDR463W	YNL160W
YDR463W	YNL194C
YDR463W	YNL217W
YDR463W	YNL240C
YDR463W	YNL241C
YDR463W	YNL264C
YDR463W	YNL266W
YDR463W	YNL267W
YDR463W	YNL270C
YDR463W	YNL276C
YDR463W	YNL277W
YDR463W	YNL289W
YDR463W	YNL291C
YDR463W	YNL300W
YDR463W	YNL312W
YDR463W	YNL322C
YDR463W	YNL336W
YDR463W	YNL339C
YDR463W	YNR001C
YDR463W	YNR002C
YDR463W	YNR010W
YDR463W	YNR018W
YDR463W	YNR028W
YDR463W	YNR034W
YDR463W	YNR035C
YDR463W	YNR044W
YDR463W	YNR046W
YDR463W	YNR049C
YDR463W	YNR056C
YDR463W	YNR057C
YDR463W	YNR058W
YDR463W	YNR066C
YDR463W	YNR071C
YDR463W	YOL005C
YDR463W	YOL014W
YDR463W	YOL015W
YDR463W	YOL016C
YDR463W	YOL020W
YDR463W	YOL021C
YDR463W	YOL024W
YDR463W	YOL028C
YDR463W	YOL031C
YDR463W	YOL032W
YDR463W	YOL047C
YDR463W	YOL055C
YDR463W	YOL057W
YDR463W	YOL058W
YDR463W	YOL060C
YDR463W	YOL064C
YDR463W	YOL073C
YDR463W	YOL077W-A
YDR463W	YOL081W
YDR463W	YOL083W
YDR463W	YOL086C
YDR463W	YOL098C
YDR463W	YOL105C
YDR463W	YOL109W
YDR463W	YOL110W
YDR463W	YOL111C
YDR463W	YOL115W
YDR463W	YOL117W
YDR463W	YOL118C
YDR463W	YOL119C
YDR463W	YOL125W
YDR463W	YOL126C
YDR463W	YOL141W
YDR463W	YOL149W
YDR463W	YOL155C
YDR463W	YOL158C
YDR463W	YOL159C
YDR463W	YOR009W
YDR463W	YOR010C
YDR463W	YOR028C
YDR463W	YOR029W
YDR463W	YOR034C
YDR463W	YOR043W
YDR463W	YOR044W
YDR463W	YOR046C
YDR463W	YOR049C
YDR463W	YOR058C
YDR463W	YOR065W
YDR463W	YOR066W
YDR463W	YOR074C
YDR463W	YOR100C
YDR463W	YOR104W
YDR463W	YOR108W
YDR463W	YOR130C
YDR463W	YOR132W
YDR463W	YOR152C
YDR463W	YOR153W
YDR463W	YOR160W
YDR463W	YOR185C
YDR463W	YOR192C
YDR463W	YOR194C
YDR463W	YOR197W
YDR463W	YOR198C
YDR463W	YOR220W
YDR463W	YOR226C
YDR463W	YOR237W
YDR463W	YOR246C
YDR463W	YOR247W
YDR463W	YOR248W
YDR463W	YOR273C
YDR463W	YOR278W
YDR463W	YOR288C
YDR463W	YOR289W
YDR463W	YOR298C-A
YDR463W	YOR302W
YDR463W	YOR303W
YDR463W	YOR306C
YDR463W	YOR313C
YDR463W	YOR316C
YDR463W	YOR317W
YDR463W	YOR332W
YDR463W	YOR342C
YDR463W	YOR343C
YDR463W	YOR348C
YDR463W	YOR359W
YDR463W	YOR367W
YDR463W	YOR375C
YDR463W	YOR381W
YDR463W	YOR382W
YDR463W	YOR383C
YDR463W	YOR385W
YDR463W	YPL004C
YDR463W	YPL016W
YDR463W	YPL017C
YDR463W	YPL018W
YDR463W	YPL019C
YDR463W	YPL033C
YDR463W	YPL040C
YDR463W	YPL049C
YDR463W	YPL052W
YDR463W	YPL054W
YDR463W	YPL057C
YDR463W	YPL059W
YDR463W	YPL065W
YDR463W	YPL068C
YDR463W	YPL088W
YDR463W	YPL090C
YDR463W	YPL091W
YDR463W	YPL092W
YDR463W	YPL095C
YDR463W	YPL110C
YDR463W	YPL111W
YDR463W	YPL120W
YDR463W	YPL124W
YDR463W	YPL127C
YDR463W	YPL129W
YDR463W	YPL156C
YDR463W	YPL157W
YDR463W	YPL159C
YDR463W	YPL163C
YDR463W	YPL196W
YDR463W	YPL216W
YDR463W	YPL217C
YDR463W	YPL224C
YDR463W	YPL232W
YDR463W	YPL245W
YDR463W	YPL246C
YDR463W	YPL248C
YDR463W	YPL249C
YDR463W	YPL249C-A
YDR463W	YPL250C
YDR463W	YPL264C
YDR463W	YPL265W
YDR463W	YPL266W
YDR463W	YPL273W
YDR463W	YPR001W
YDR463W	YPR010C
YDR463W	YPR028W
YDR463W	YPR035W
YDR463W	YPR058W
YDR463W	YPR064W
YDR463W	YPR065W
YDR463W	YPR080W
YDR463W	YPR109W
YDR463W	YPR117W
YDR463W	YPR120C
YDR463W	YPR132W
YDR463W	YPR139C
YDR463W	YPR145W
YDR463W	YPR159W
YDR463W	YPR160W
YDR463W	YPR176C
YDR463W	YPR192W
YDR477W	YAR064W
YDR477W	YAR068W
YDR477W	YBL051C
YDR477W	YBR004C
YDR477W	YBR026C
YDR477W	YBR050C
YDR477W	YBR129C
YDR477W	YBR139W
YDR477W	YBR151W
YDR477W	YBR177C
YDR477W	YBR219C
YDR477W	YBR265W
YDR477W	YBR298C
YDR477W	YCL004W
YDR477W	YCR067C
YDR477W	YCR073W-A
YDR477W	YDL029W
YDR477W	YDL048C
YDR477W	YDL120W
YDR477W	YDL127W
YDR477W	YDL132W
YDR477W	YDL133W
YDR477W	YDL198C
YDR477W	YDR099W
YDR477W	YDR122W
YDR477W	YDR123C
YDR477W	YDR174W
YDR477W	YDR209C
YDR477W	YDR284C
YDR477W	YDR309C
YDR477W	YDR342C
YDR477W	YDR343C
YDR477W	YDR345C
YDR477W	YDR356W
YDR477W	YDR477W
YDR477W	YER026C
YDR477W	YER028C
YDR477W	YER029C
YDR477W	YER044C-A
YDR477W	YER060W
YDR477W	YER079W
YDR477W	YER098W
YDR477W	YER119C
YDR477W	YER152C
YDR477W	YER154W
YDR477W	YFL015C
YDR477W	YFL016C
YDR477W	YFL021W
YDR477W	YFL036W
YDR477W	YFR025C
YDR477W	YFR033C
YDR477W	YFR051C
YDR477W	YGL009C
YDR477W	YGL055W
YDR477W	YGL077C
YDR477W	YGL087C
YDR477W	YGL096W
YDR477W	YGL115W
YDR477W	YGL259W
YDR477W	YGR019W
YDR477W	YGR020C
YDR477W	YGR024C
YDR477W	YGR049W
YDR477W	YGR079W
YDR477W	YGR086C
YDR477W	YGR108W
YDR477W	YGR176W
YDR477W	YGR177C
YDR477W	YGR181W
YDR477W	YGR219W
YDR477W	YGR243W
YDR477W	YGR278W
YDR477W	YGR289C
YDR477W	YHR007C
YDR477W	YHR018C
YDR477W	YHR039C
YDR477W	YHR051W
YDR477W	YHR059W
YDR477W	YHR067W
YDR477W	YHR094C
YDR477W	YHR096C
YDR477W	YHR135C
YDR477W	YHR146W
YDR477W	YHR200W
YDR477W	YHR208W
YDR477W	YHR214W
YDR477W	YHR214W-A
YDR477W	YIL010W
YDR477W	YIL033C
YDR477W	YIL041W
YDR477W	YIL062C
YDR477W	YIL094C
YDR477W	YIL114C
YDR477W	YIL115C
YDR477W	YIL116W
YDR477W	YIL124W
YDR477W	YIR008C
YDR477W	YIR010W
YDR477W	YIR016W
YDR477W	YIR034C
YDR477W	YIR037W
YDR477W	YJL003W
YDR477W	YJL006C
YDR477W	YJL079C
YDR477W	YJL146W
YDR477W	YJL164C
YDR477W	YJL167W
YDR477W	YJR025C
YDR477W	YJR048W
YDR477W	YJR112W
YDR477W	YJR148W
YDR477W	YKL007W
YDR477W	YKL030W
YDR477W	YKL043W
YDR477W	YKL044W
YDR477W	YKL053C-A
YDR477W	YKL066W
YDR477W	YKL067W
YDR477W	YKL069W
YDR477W	YKL085W
YDR477W	YKL120W
YDR477W	YKL130C
YDR477W	YKL153W
YDR477W	YKL166C
YDR477W	YKL206C
YDR477W	YKR066C
YDR477W	YKR098C
YDR477W	YLL061W
YDR477W	YLR038C
YDR477W	YLR049C
YDR477W	YLR058C
YDR477W	YLR079W
YDR477W	YLR081W
YDR477W	YLR122C
YDR477W	YLR133W
YDR477W	YLR183C
YDR477W	YLR218C
YDR477W	YLR246W
YDR477W	YLR255C
YDR477W	YLR260W
YDR477W	YLR270W
YDR477W	YLR281C
YDR477W	YLR290C
YDR477W	YLR294C
YDR477W	YLR297W
YDR477W	YLR304C
YDR477W	YLR312C
YDR477W	YLR318W
YDR477W	YLR355C
YDR477W	YLR356W
YDR477W	YLR360W
YDR477W	YLR387C
YDR477W	YLR395C
YDR477W	YLR416C
YDR477W	YLR447C
YDR477W	YML001W
YDR477W	YML027W
YDR477W	YML048W
YDR477W	YML110C
YDR477W	YML114C
YDR477W	YML121W
YDR477W	YMR002W
YDR477W	YMR017W
YDR477W	YMR023C
YDR477W	YMR031C
YDR477W	YMR034C
YDR477W	YMR037C
YDR477W	YMR062C
YDR477W	YMR070W
YDR477W	YMR072W
YDR477W	YMR083W
YDR477W	YMR092C
YDR477W	YMR099C
YDR477W	YMR103C
YDR477W	YMR104C
YDR477W	YMR107W
YDR477W	YMR120C
YDR477W	YMR140W
YDR477W	YMR144W
YDR477W	YMR173W
YDR477W	YMR173W-A
YDR477W	YMR181C
YDR477W	YMR182C
YDR477W	YMR184W
YDR477W	YMR189W
YDR477W	YMR199W
YDR477W	YMR226C
YDR477W	YMR256C
YDR477W	YMR274C
YDR477W	YMR276W
YDR477W	YMR291W
YDR477W	YMR296C
YDR477W	YMR298W
YDR477W	YMR314W
YDR477W	YMR321C
YDR477W	YNL024C
YDR477W	YNL052W
YDR477W	YNL090W
YDR477W	YNL098C
YDR477W	YNL099C
YDR477W	YNL111C
YDR477W	YNL116W
YDR477W	YNL144C
YDR477W	YNL156C
YDR477W	YNL180C
YDR477W	YNL200C
YDR477W	YNL241C
YDR477W	YNL289W
YDR477W	YNL300W
YDR477W	YNL309W
YDR477W	YNL311C
YDR477W	YNL312W
YDR477W	YNL322C
YDR477W	YNR018W
YDR477W	YNR028W
YDR477W	YNR035C
YDR477W	YNR037C
YDR477W	YNR041C
YDR477W	YOL002C
YDR477W	YOL019W
YDR477W	YOL082W
YDR477W	YOL101C
YDR477W	YOL118C
YDR477W	YOL119C
YDR477W	YOL128C
YDR477W	YOL155C
YDR477W	YOL156W
YDR477W	YOR043W
YDR477W	YOR065W
YDR477W	YOR066W
YDR477W	YOR084W
YDR477W	YOR181W
YDR477W	YOR202W
YDR477W	YOR230W
YDR477W	YOR245C
YDR477W	YOR298C-A
YDR477W	YOR298W
YDR477W	YOR317W
YDR477W	YOR324C
YDR477W	YOR329C
YDR477W	YOR353C
YDR477W	YOR357C
YDR477W	YOR367W
YDR477W	YPL004C
YDR477W	YPL012W
YDR477W	YPL016W
YDR477W	YPL031C
YDR477W	YPL057C
YDR477W	YPL061W
YDR477W	YPL063W
YDR477W	YPL134C
YDR477W	YPL137C
YDR477W	YPL163C
YDR477W	YPL166W
YDR477W	YPL177C
YDR477W	YPL203W
YDR477W	YPL248C
YDR477W	YPL252C
YDR477W	YPL253C
YDR477W	YPL256C
YDR477W	YPL270W
YDR477W	YPL278C
YDR477W	YPR040W
YDR477W	YPR067W
YDR477W	YPR068C
YDR477W	YPR159W
YDR480W	YJR094C
YDR501W	YAL044C
YDR501W	YAR035W
YDR501W	YBL011W
YDR501W	YBL020W
YDR501W	YBL026W
YDR501W	YBL034C
YDR501W	YBR042C
YDR501W	YBR072W
YDR501W	YBR094W
YDR501W	YBR103W
