"","YAL051W","YAR050W","YBL005W","YBL021C","YBL054W","YBL103C","YBR033W","YBR049C","YBR066C","YBR081C","YBR083W","YBR112C","YBR150C","YBR182C","YBR215W","YBR239C","YBR240C","YBR297W","YCL055W","YCL058C","YCR018C","YCR065W","YCR084C","YCR106W","YDL020C","YDL048C","YDL056W","YDL106C","YDL170W","YDL233W","YDR009W","YDR034C","YDR043C","YDR081C","YDR096W","YDR123C","YDR146C","YDR169C","YDR174W","YDR207C","YDR213W","YDR216W","YDR253C","YDR259C","YDR310C","YDR335W","YDR390C","YDR392W","YDR421W","YDR423C","YDR451C","YDR463W","YDR477W","YDR480W","YDR501W","YDR520C","YEL007W","YEL009C","YER028C","YER040W","YER045C","YER068W","YER088C","YER111C","YER161C","YER169W","YER184C","YFL031W","YFL052W","YFR034C","YGL013C","YGL035C","YGL071W","YGL073W","YGL096W","YGL166W","YGL209W","YGL237C","YGL252C","YGL254W","YGR044C","YGR249W","YGR288W","YHL010C","YHL020C","YHL027W","YHR006W","YHR056C","YHR084W","YHR124W","YHR178W","YHR206W","YIL033C","YIL036W","YIL101C","YIL122W","YIL130W","YIL131C","YIR018W","YIR023W","YIR033W","YJL056C","YJL089W","YJL103C","YJL110C","YJL124C","YJL127C","YJL210W","YJR060W","YJR094C","YJR127C","YJR147W","YKL015W","YKL020C","YKL032C","YKL038W","YKL043W","YKL062W","YKL109W","YKL112W","YKL185W","YKR064W","YKR067W","YKR077W","YKR099W","YLR014C","YLR055C","YLR098C","YLR113W","YLR120C","YLR131C","YLR176C","YLR182W","YLR183C","YLR223C","YLR228C","YLR256W","YLR266C","YLR403W","YLR451W","YML007W","YML027W","YML051W","YML076C","YML081W","YML099C","YMR016C","YMR019W","YMR021C","YMR023C","YMR037C","YMR039C","YMR042W","YMR043W","YMR070W","YMR125W","YMR164C","YMR172W","YMR182C","YMR280C","YNL027W","YNL068C","YNL097C","YNL098C","YNL103W","YNL167C","YNL199C","YNL216W","YNL229C","YNL239W","YNL314W","YOL028C","YOL051W","YOL067C","YOL089C","YOL108C","YOL116W","YOR028C","YOR032C","YOR047C","YOR066W","YOR113W","YOR140W","YOR162C","YOR172W","YOR230W","YOR290C","YOR337W","YOR344C","YOR358W","YOR372C","YOR380W","YPL038W","YPL049C","YPL075W","YPL089C","YPL128C","YPL133C","YPL139C","YPL177C","YPL202C","YPL230W","YPL248C","YPL254W","YPR008W","YPR009W","YPR065W","YPR104C","YPR199C"
"YBR162C",0,0,0,0,0,0,0,0,0,0,0,0.000845297327290222,0.000282866266018512,0.00127299622000213,0,0,0.000444934395286753,0,0,-0.0146821566994598,-0.000871872791166239,0.00112449422525173,0,0.00147966943634135,-0.000326075221318109,0,-0.00224841142044513,0,0,0,7.76367378003889e-05,4.66294789929887e-05,0.000133042124064113,0,0,0,0.00132107331251701,0,0,-0.0006373109602347,0,0,-0.00240522956606811,0,0,0,-0.00123298677642472,0,-0.00133747298121232,0,0,-0.000400980886503402,0,0,0,0,0,0,0,0,0,0,0,-0.000972513517968893,-0.000376198541188154,0.000102289977834283,0.00290566946849453,0,0,0.000875765360693686,0,0.00114055974153505,0.000518518965048703,0,0,-0.0050790619233056,-0.000587719778418885,0,0,-0.00164669193197946,0.00109916554421721,0,8.31565865646317e-06,-0.00317503629429908,0,0,-0.00108944894065237,0,8.29291379326847e-05,0.00320410573092578,0,0.00303877383296602,0,0,-0.000473606557455992,0,-0.000203187175040962,0.000802848087316959,0,0.00165478785423586,0,0,-0.00143634145901418,-0.00062574472862371,-7.58251842117688e-05,0,0,0.00317153418806046,-0.00256439139457962,0,0,0,0.00119053903438333,0,0,-0.00132697010253729,0.000279639600675246,0,-5.48360408044693e-05,0,0.000394032892013742,-0.00111843691331123,0,0,0,0,0.00125250650544412,0,0,4.09416462683638e-05,0,-0.000569957054922981,0,0.000950280915853419,-0.000716351624808446,-0.000295928733988589,4.94108905066631e-05,0.000323481766265734,0,0,0,0.000968357176978683,0,-0.00185843761595746,0.000514216506796395,0,0,0,0,0,0,0,0,0,-0.000134349128924455,0,0,0,-0.00231825152694706,0,0.000115648267103041,0,0,0,0,0,0,0,0,0.000290474452770598,-0.00262980623290397,0,0,0,0.00128071789117148,-0.000193950315989414,0.00116517849538862,-0.000506160339194674,0,0,0,0,0,-0.000786751342198977,0,-3.17886670840746e-05,0,0.000822516838818581,0,-0.0009750783498425,0.00111712041128555,0,0,0.00126219764704568,0,-0.000241643251756646,0.00141885227488651,-0.000105287774138297,0,0,-0.000793791715473458,-2.59932624914372e-05,0,0,0,0,0,0,0
"YBR162W-A",0,0,0,0,0,0,0,0,0.000263476196331659,0,0,0.000534998409168943,-0.000717462931781833,0.00105858467429908,0,0,0,4.02889081840647e-05,0,0.000620323023705695,0,0,-0.000196157709509389,-7.15640395485081e-05,0,4.41529810394942e-05,0,0,0,0,0,0,0,0,0,0.000821505079753382,0,0,0,0,-0.000250921197197253,0,0,0,-0.000548623513338549,0,0,0.00212034535785349,0,0.000142426193003209,0,0,0,0.00353929813502349,-0.000714088467133058,0.000918218211423185,0,0,0.00204247710642899,0.000362210922034752,0.000300882263970812,0,0,0,0,0.00175392619604405,0,0.000105633681555455,0,0,0,0,9.77200579858197e-05,0.000392969348596429,0,0,0,0,0.000659434885301543,0,0,0,0,-0.00952087391658989,0,0,0.000838662887912621,-1.51757758977161e-05,-0.000296748538974931,0.00465062021399742,0.0012487028868434,0,0,0,0,0.0011403171613102,0,-0.000931078760362874,0,0,0,0,0.000402142148919696,-0.0025057628998008,0,0.00246954924675326,0,0,0,0,0,0,0,0,0,-0.000853620164938125,6.83169713866191e-06,0,-0.000173089560997152,0,-8.11523889014477e-06,0,-0.00108762177557372,0,0,-0.00209885023741139,0,0,0,0.000138637237007166,0,0,0,0,-0.00101769406277502,0,0,0,0,0,0,0.000759497495376247,0,0,0,0,-0.000136957243930559,0,0.00114021176525143,0,0,0,0,0,8.41507550475623e-06,0,9.26088358590883e-05,0.000549337027252773,0,0,0,0,0,-0.000184827900801098,0,-0.00107114189654457,0,0,0,0,0.00795224923390294,0,0,0,0,0.00131554090189416,0,0,0,0,0,-0.00221225391629225,0,0,0,0,0,-0.00209002180724295,0.000129411917538704,0,0,0,0.00121456951315613,0,-0.000429132354202485,0,-0.000610111619626055,-0.00217376190228763,-0.0015602481482742,0,0.00165312306061282,0,0,0,-0.0003132333827472,0,0,-0.000328498820932797,0
"YBR163W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139659986136018,0,0,0,0,0
"YBR164C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00034655048114161,0,0,0,0,-0.000174987221755311,0,-0.00138531402727113,0,-0.000283881461428076,0,0,0,0,0,0,0,0,0,0,0,0.00510042726929842,0,0.00165765055955713,0,0,0,0,0,0,-0.000207383652954683,0,0,0,0,-2.63794213524828e-05,0,0,0,0,0,0,0,0,0,0,0.00155156131123974,0.000281279956285782,0,0,0,0,0,0,0,0,0,0.00462622805525961,0,0,0,0,0,0,0,0,0,0,0,0,-0.000182946965147624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8919475416192e-05,-6.23912910113783e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216925221702315,-0.000756525675522286,0,0,0,0,0,0,0,0,0,0,0.000157509706022942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69930735852758e-05,0,0,0,0,0,0,0,0,0,0,0,-0.0048663393756769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000101456466567623,0,0.00276716711050328,0,0,0,0,0
"YBR165W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45054787083738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014772713704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000625488183339952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR166C",0,-3.50496754424988e-05,0,0,0,0.000530453709882123,0,0,0,0,0,0,0.00191737971642326,0.0015839554333526,0,0,0.00085465812579594,0,0,-0.00460869876365935,0,0,0,0,-2.4341459882535e-05,0,0,0,-2.36309601215636e-05,0,0,0,-0.000287805381849948,0.00322441039473962,0,0,0,0,0,-0.000715122259005361,0,-0.000273982547995616,-0.00104601404843664,0.000410567194256332,-0.00186144393692169,0,0.00192290996443362,0,0,0,0,0,0,0,0.000118860123993081,0.00981092360801887,-5.75157167296766e-05,-0.000160739482352213,0,0,0,0,-3.99931448223071e-05,0,-0.00160908804405894,0,0,-0.000145289729335831,0,0,0,0,0,0,0,-0.0030017183290802,0,0,0.000697647286517679,0.000882687407210697,-0.000934887221315784,0,0,-0.000244059530166719,0,0,0,1.7733680037349e-06,0,0,0,0,0,0,0,0,0,0.000284868051959948,0,0,0,0,-0.000105802856931571,-4.40055128496666e-05,0,-0.000422889094408944,0.000197612198767707,0,0,0,0,0.00197104613998116,0,0,0,-0.00168561432993279,0,0,0,0,0,0.000593121493170697,0,0,0.000344584275380925,0,0,0,0.000234599401372774,6.48529750644851e-06,0,0,0,0.00212814511622387,-0.000547249508403971,-0.000601913190451392,-6.96618059121773e-06,0.000613726319987974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000589759112799428,0,0.00160133534219244,-0.0028700357424493,0,0,0,0,4.81911701127995e-05,0,0,0,0.000238812282569593,-0.000301283365649587,0.000325299339716499,0,0,0,-0.000648383540620269,0,-0.00293372941367114,0,-0.000282364337718737,0,0,0,-0.00422270174280519,0,0,0,2.45905305684855e-05,0,0,0,-0.000189443344570071,0,0,-0.0040932226297971,0,-0.000709815970062955,0,0,0,0.00385531436705426,-0.000335977461061807,0,0,0,0.00181992762581606,-0.000291543222641375,0,0,0,0.000322516747597181
"YBR167C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10584547297219e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR168W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73857527684135e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR169C",0.00328124173921049,8.64385596132084e-05,0.00197060653108118,0.00200823184756658,0,0,-0.000841235333906965,0,0,0,0,0,0,5.49860752694864e-05,0,0,0,0,-0.000899633522175148,0,0,0,0,0,0.000436894106032589,0.000140923651789677,0,0,0,0.00496995520195585,-0.000459465471791908,0,0,0,0,0,0,0,-0.000483752572050095,0,0,9.53906695806079e-05,0,0,-0.0025760682277886,4.36068383069819e-05,0,0,0.00137867176505623,0.00100715005626473,0,0.000346194404607319,0.000729965972812929,0,0.00574814943466054,0,0.000839391307628411,-0.000357851477361333,0.000182898194589243,0,0,0,0,0,-0.000385904151189953,0,0,0,0,-0.000317686471964978,5.32296426189928e-05,0,-0.00194681379185604,8.14295500340358e-05,-0.000460032825938416,-0.00270353303954195,0,0.000346889737966734,0,0.00236243782947248,0,0,-0.000254914397298329,0,0,0,0,0,0,-0.00437858656314511,0,-0.000795273888568693,0.000251778918745429,0,0,0,0,0,0,5.11372777358892e-05,0,0,0,0,0,-0.00136324744649556,0.00090819011801929,0,0,-0.00198629088354401,0,0,0,0,-0.00156095238248546,0,0,0,0,0,0,0,0,0,-0.000492493531065086,0,-0.00219039081842188,0.00156483795600379,0,-5.50532331766328e-05,0,0,0,0,-1.81585968026861e-05,0,0,0,0,0,0,0,0,0,0,0.000207957624508185,0,0,0.00108029450311937,0,0,-0.000407666346444784,0,0,-4.30062783565316e-05,0,0,-0.00130798597729156,0,-0.0010963543351036,0,0,0,0,0,0,0,-0.000916679336158579,0,0.000373262942297834,0,-0.000776726280514664,0,0.00359355335889147,0,-0.000978205576014298,0.000191348114744661,-0.000209638970637356,0,0,0,0,-0.000169477712113317,0.0015414393593424,0,1.06980210013004e-05,0,-0.000250191609547141,0.00105728746441877,0.00217439581238712,0,0.000937943677751911,0,0,0,0,0,0,0,-9.94590864216516e-06,0,0.00118050616974275,0.000222698185906966,0,0,-0.000115281572948641,0,0,0.00183595235992593
"YBR170C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73425446736229e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289436809223185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR172C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172911966688982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR173C",0,-5.48321017083304e-05,0,0.00155254631099673,0,0,0,0,0,-0.000711235089276445,-1.03141524561391e-05,0,0,0,0.000106460732158182,0,0,0,0,0.00295496062464497,0,0,0,0,0,0,0.000265626905607791,0,-0.000169578194115712,0,0,0,0,0,0,0.00198308925536384,0,0,-9.30473640054034e-05,0,0,-0.00011591951132455,0.00266885380110011,0,-0.000357313682891678,0,0,0,-0.000661711841171162,0,0,0,0,0.00154368571749857,-0.000298486980929349,0,0,0,0.00141376039731827,0,0.000266388333085268,0,0,0,0,0,-0.000246497754097047,-0.000172933550598995,-4.13234330991579e-05,0,0.00128391843511847,0,0,0.00349722456990611,0,0.00143712216975477,0,0,0,0.00204523312026731,-0.000382575819806219,0,0,0,0,0,0,0,-0.000211249726182977,0.00732692299916694,-9.09905037121134e-05,0,0,0,-0.000371597043396986,0,0,-0.00158282701004683,0,3.58219620683097e-06,0,0,0,-0.000419259861985245,0,0,0,0.000786629094815466,0,0,0,0,0,0,0,0,0,-0.000247896314459065,-0.000113342009916538,0,9.3816434918502e-05,0,0,0,0,0,-0.00415299360402021,0,0.000379543646931766,0,0,0,0,0,-0.000605022734583421,0,1.5545333947328e-05,0,0.000217626822372977,0,0.000986371588750619,0.000112877706867687,-0.000269235890026212,0,0,0,-0.000430935342875008,-0.000418147716058499,0,0,0,0,0,0,9.27294276996483e-05,0,0,4.36137038444902e-05,-0.00452948888043036,0,0,0,0.00584951299569853,0,0,0,7.66922767677723e-05,0,0,0,0.000282250385368615,0,0,-0.00394162662666118,0,0,0.00180918521630086,-0.000294153054151094,0.00138706958928296,0,0,-0.00209899314252448,0,0,-0.000287480809728791,-4.96029807588365e-05,-0.00121535747123594,0,-1.18235332631158e-05,0,0,0,0,0,0,0.00157066957086153,0,-0.000370103410737107,0,0,0,0,-0.000337171337735096,0,-0.000127179402319744,0,0,0,0
"YBR175W",0,0,0.000548358550484484,0.00532896243170505,0,0,0,0,-0.000141744167381536,0,-0.000365451611125153,0,0.000675677669384931,0.00157108157691406,0,0,0.000372634742072023,0,0,-0.0111472540294391,0,0,0,8.52628734173924e-05,0,0,0,0,0,0,-0.000204545202505858,0,-0.000164677263898818,0.00164606529151244,0,0,0,-0.000614158889419387,0.000327975837261155,0,0,-0.00056461364384825,0,0,-0.00170151766017543,0,0,0.00126781151573789,0,0,0,0,0,0,0,0.00541192640002996,0,0,0,0,0,0,-0.000139451159443675,0,0,0,0,-2.32051267867508e-05,0,0,0,0,0,0,0.000952115360696961,-0.00986977596965592,0,0,0.000885619355870433,0.00848822164241341,-8.35051214072543e-05,0.000266911132881439,0,0,0.000374226593572561,0,0,0,0,0.00309256198085026,0.0024276185955232,0,0,0,-0.00038367027552831,-0.00025434183136612,0,0,0,-0.00175738118428165,0,0,-0.00209341212309202,-0.00195117730082904,0,0,0,1.94619618541347e-05,0,0.00543532491024499,0,-0.000243360078206839,0.000307411259513699,0,-0.000340165760674027,0,0,0,-0.000169939676822786,0,0.00014073712369775,0,0,0,-0.00116909409127743,0.00401987928889141,0,0.00148047697416529,0,0,0,-0.00219568164551037,0,0,-0.000466957619125675,0,0,0,0,0,0.000143993536827079,0,0,0,0,0.00344443758985549,-0.000784845707104484,0,0,0,0,0,0,0,0,5.37987800627245e-05,0,0.00118842433890868,-0.00324802360082864,-0.000387331823006199,0.00103908321983966,0,0,0,-0.000312493576273261,-0.000554965840560159,0,0.000334187588669554,0,0,0,0.000349814187401402,0,0,0,-0.00330708935814012,0.00259261144509926,0,0,-0.000385894581658199,0,-0.000818128110620158,0,-0.000187725708718136,0.000505473966322546,0,0,0,-0.000378701977365722,0,0,0.00232423987240061,0,0,0,-0.00197648751538637,0,0,0,-0.000398760731420335,0,0,0,0.00102613614375848,0,0.000336390685169649,8.08489212192244e-05,0,0
"YBR177C",0.00117011323491979,0,0,0,0,0,0,0,-0.000224649786768241,0,-0.00021710328942251,0,0,0.000658608525003438,0,0,0.000997000694096599,0,0.000140330270076985,0,0,0,0,-3.83705583491717e-05,0,0,0,0,0.000236904241406322,0,0,3.0015665054314e-05,0,0,0,0,0,0,-0.000323091856991489,0,-0.000445313919649777,0,0.00185122651996988,-0.000670889654652777,-0.000632802876887078,0,0,0,0,0,-4.57496389529127e-06,0,0,0.000361670336875198,0,0,0,0,0,0,-8.25216978640931e-05,0,0,0,-0.00154626280339017,0.00148977771469178,0,-9.43965274568464e-05,0,0,0,0,-0.000659451032549148,0,0,0.00182529527731452,0,0,0.000876299535392406,0.00212175263905351,0,0,0,0,0.00199302226378255,0,0,0,0,0.000924974426710908,0,0,0.000559467460577915,0.000803787571634925,-9.15192270129097e-05,0,0,0,0,0,-0.000390066161986857,0,-0.00160787332432817,0,0,-0.00114650106650407,0,0.000379728654593615,0,0,0,0.000525166615523649,0,0.000294241110598329,0,0,1.74826453810227e-05,0,0,0,0,0.000539474887492435,0.00051690554635085,0,0,0,0.000387009381085836,0.00121188450783546,0,0,0,0,0,0,-0.000822606716067938,0,-6.48493700289134e-05,0,0,0,0,0,-0.000309733866345141,0,-0.000517598657715313,0,-5.16789986539274e-05,0,0,0.00235539840969156,0,-0.000580719517730066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398774119796037,0,0,0,0,0,0,0,0,0,-0.000104115618677843,0,0,0,0,0,-3.24002056056418e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000498141900867898,0,0,0,0,0,0,-0.00273259810525076,0,0,0
"YBR179C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78639662403301e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215862066941867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28932373060723e-05,0,0,0,0,0,0,0,0,0,0,0
"YBR181C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115223311837204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00039011900236804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YBR183W",0.00302549259066702,0,0,0,0,0,0.000366466564014588,0,0,0,0,0,0,0.00372962887494985,0,0.00062251696822304,2.55515625809196e-05,0,0,0,0,0,0,-0.000125653188938036,0,0,0,0,0,0.000335590208043052,0,0,0.000152435135074897,0,0.000621745260931286,-0.00147621234701943,0,0,-0.00102819934301967,0,-0.000278312389346914,0,0,0,-0.00299598152901465,0,0,0,0,0,0,0,0,0,0.00544606841104924,0.00391812715304001,-0.000193192454303316,0,0,0,6.43279884204949e-05,0,0,0,-0.00100512649487297,0,-0.000974380439869148,-6.55257257614959e-05,0.000676630689849463,0,0,-0.000317840089543176,0,0,7.32439565688451e-05,0,-0.000679019347191461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000478426350296551,0,0,0,0,0,0,0,0,-0.000337716292113488,0,0.00556307262766831,0,0,0,0,-0.000827121770948183,0.000825235906889506,-0.000119881593413162,0,0,0,0.000164827599873881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04513602705922e-05,0.000308611540043816,0,0,0,0,-0.000987334708745025,0.000778202145425976,0,0,-0.00185042824707213,-0.000967164382640218,0,0,0,-6.70036590231805e-05,0,0,0.000304609152999141,0,-0.000264383013152165,0,0,0,0,0,0,0.000521752774546725,0,0,0,0,-0.0012083314766845,0,0,0.00440298061556138,0,0,0,-0.000193016184940147,0,0,0,0,0,0,0,0,0,4.93053920569433e-05,0,0,0,0.00131526780012182,0,0,0,-0.000713928610458568,0,0,0,0,0,0,0,0,0,0,0,0,0.000501951160647898,0,0
"YBR185C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260683828951287,0,0,0,0,0,0,0,0,0,0,0
