Uniprot_ID;Gene_ID;Gene;Function;Essentiality_Y_N;Essentiality_0_1;Essentiality_0_1keeping;Essentiality_0_11notkeeping
P15078;b0598;cstA;Carbon starvation protein A;N;0;0;0
P36649;b0123;cueO;Blue copper oxidase cueO precursor;N;0;0;0
P77565;b0487;cueR;Transcriptional regulator cueR;?;0;0;0
P38054;b0575;cusA;Putative cation efflux system protein cusA;N;0;0;0
P77239;b0574;cusB;Putative copper efflux system protein cusB precursor;N;0;0;0
P77211;b0572;cusC;Probable outer membrane lipoprotein cusC precursor;N;0;0;0
P77380;b0571;cusR;Transcriptional regulatory protein cusR;N;0;0;0
P77485;b0570;cusS;Sensor kinase cusS (EC 2.7.3.-);N;0;0;0
P77214;b0573;cusX;Hypothetical protein cusX precursor;N;0;0;0
P36654;b4137;cutA;Periplasmic divalent cation tolerance protein cutA;N;0;0;0
P46719;b1874;cutC;Copper homeostasis protein cutC;E;1;1;0
P40710;b0192;cutF;Copper homeostasis protein cutF precursor;N;0;0;0
P08550;b2313;cvpA;Colicin V production protein;E;1;1;1
P00936;b3806;cyaA;Adenylate cyclase (EC 4.6.1.1);N;0;0;0
P27838;b3807;cyaY;CyaY protein;N;0;0;0
P08732;b1418;cybB;Cytochrome b561;N;0;0;0
P00192;b4236;cybC;Soluble cytochrome b562 precursor;?;0;0;0
P39312;b4208;cycA;D-serine/D-alanine/glycine transporter;N;0;0;0
P11026;b0733;cydA;Cytochrome D ubiquinol oxidase subunit I (EC 1.10.3.-);E;1;1;0
P11027;b0734;cydB;Cytochrome D ubiquinol oxidase subunit II (EC 1.10.3.-);E;1;1;1
P23886;b0886;cydC;Transport ATP-binding protein cydC;E;1;1;1
P29018;b0887;cydD;Transport ATP-binding protein cydD;E;1;1;1
P27111;b0338;cynR;Cyn operon transcriptional activator;N;0;0;0
P00816;b0340;cynS;Cyanate hydratase (EC 4.2.1.104);E;1;1;0
P17582;b0339;cynT;Carbonic anhydrase (EC 4.2.1.1);N;0;0;0
P17583;b0341;cynX;Cyanate transport protein cynX;N;0;0;0
P18400;b0432;cyoA;Ubiquinol oxidase polypeptide II precursor (EC 1.10.3.-);N;0;0;0
P18401;b0431;cyoB;Ubiquinol oxidase polypeptide I (EC 1.10.3.-);N;0;0;0
P18402;b0430;cyoC;Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-);N;0;0;0
P18403;b0429;cyoD;Cytochrome O ubiquinol oxidase protein cyoD;E;1;1;0
P18404;b0428;cyoE;Protoheme IX farnesyltransferase (EC 2.5.1.-);N;0;0;0
P16676;b2422;cysA;Sulfate transport ATP-binding protein cysA;N;0;1;1
P06613;b1275;cysB;Cys regulon transcriptional activator;N;0;1;1
P23846;b2750;cysC;Adenylylsulfate kinase (EC 2.7.1.25);?;0;1;1
P21156;b2752;cysD;Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4);N;0;1;1
P05796;b3607;cysE;Serine acetyltransferase (EC 2.3.1.30);E;1;1;1
P11098;b3368;cysG;Siroheme synthase;X;0;1;1
P17854;b2762;cysH;Phosphoadenosine phosphosulfate reductase (EC 1.8.99.4);N;0;1;1
P17846;b2763;cysI;Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2);N;0;1;1
P38038;b2764;cysJ;Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2);N;0;1;1
P11096;b2414;cysK;Cysteine synthase A (EC 4.2.99.8);N;0;1;1
P16703;b2421;cysM;Cysteine synthase B (EC 4.2.99.8);N;0;0;0
P23845;b2751;cysN;Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4);N;0;1;1
P16700;b2425;cysP;Thiosulfate-binding protein precursor;N;0;1;1
P22255;b4214;cysQ;CysQ protein;N;0;1;1
P21888;b0526;cysS;Cysteinyl-tRNA synthetase (EC 6.1.1.16);E;1;1;1
P16701;b2424;cysU;Sulfate transport system permease protein cysT;N;0;1;1
P16702;b2423;cysW;Sulfate transport system permease protein cysW;E;1;1;1
P12610;b2413;cysZ;CysZ protein;N;0;0;0
P06964;b3934;cytR;Transcriptional repressor cytR;N;0;0;0
P04287;b0632;dacA;Penicillin-binding protein 5 precursor (EC 3.4.16.4);N;0;0;0
P24228;b3182;dacB;Penicillin-binding protein 4 precursor;N;0;0;0
P08506;b0839;dacC;Penicillin-binding protein 6 precursor (EC 3.4.16.4);N;0;0;0
P33013;b2010;dacD;Penicillin-binding protein 6B precursor (EC 3.4.16.4);N;0;0;0
P29011;b1189;dadA;D-amino acid dehydrogenase small subunit (EC 1.4.99.1);E;1;1;0
P29012;b1190;dadX;Alanine racemase, catabolic (EC 5.1.1.1);N;0;0;0
P00475;b3387;dam;DNA adenine methylase (EC 2.1.1.72);N;0;1;1
P11557;b3388;damX;DamX protein;N;0;1;1
P05640;b2478;dapA;Dihydrodipicolinate synthase (EC 4.2.1.52);E;1;1;1
P04036;b0031;dapB;Dihydrodipicolinate reductase (EC 1.3.1.26);E;1;1;1
P03948;b0166;dapD;2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (EC 2.3.1.117);E;1;1;1
P24176;b2472;dapE;Succinyl-diaminopimelate desuccinylase (EC 3.5.1.18);E;1;1;1
P08885;b3809;dapF;Diaminopimelate epimerase (EC 5.1.1.7);E;1;1;1
P21693;b1343;dbpA;ATP-independent RNA helicase dbpA;N;0;0;0
P28248;b2065;dcd;Deoxycytidine triphosphate deaminase (EC 3.5.4.13);N;0;1;1
P11876;b1961;dcm;DNA-cytosine methyltransferase (EC 2.1.1.73);E;1;1;0
P24171;b1538;dcp;Peptidyl-dipeptidase dcp (EC 3.4.15.5);N;0;0;0
P37620;b3472;dcrB;DcrB protein precursor;N;0;0;0
P37312;b3528;dctA;Aerobic C4-dicarboxylate transport protein;N;0;0;0
P04539;b4138;dcuA;Anaerobic C4-dicarboxylate transporter dcuA;N;0;0;0
P14409;b4123;dcuB;Anaerobic C4-dicarboxylate transporter dcuB;N;0;0;0
Q47134;b0621;dcuC;Anaerobic C4-dicarboxylate transporter dcuC;N;0;0;0
P45428;b3227;dcuD;Putative cryptic C4-dicarboxylate transporter dcuD;N;0;0;0
P39271;b4124;dcuR;Transcriptional regulatory protein dcuR;N;0;0;0
P39272;b4125;dcuS;Sensor protein dcuS (EC 2.7.3.-);N;0;0;0
P76522;b2378;ddg;DDG protein;N;0;0;0
P23844;b0381;ddlA;D-alanine--D-alanine ligase A (EC 6.3.2.4);N;0;0;0
P07862;b0092;ddlB;D-alanine--D-alanine ligase B (EC 6.3.2.4);E;1;1;1
P77790;b1488;ddpX;D-alanyl-D-alanine dipeptidase (EC 3.4.13.-);N;0;0;0
P23304;b3162;deaD;Cold-shock DEAD-box protein A;N;0;0;0
P09548;b2317;dedA;DedA protein;N;0;0;0
P09549;b2314;dedD;DedD protein;N;0;0;0
P27251;b3287;def;Peptide deformylase (EC 3.5.1.88);E;1;1;1
P09376;b0161;degP;Protease do precursor (EC 3.4.21.-);N;0;0;0
P39099;b3234;degQ;Protease degQ precursor (EC 3.4.21.-);E;1;1;0
P31137;b3235;degS;Protease degS precursor (EC 3.4.21.-);N;0;1;1
P07650;b4382;deoA;Thymidine phosphorylase (EC 2.4.2.4);N;0;0;0
P07651;b4383;deoB;Phosphopentomutase (EC 5.4.2.7);N;0;0;0
P00882;b4381;deoC;Deoxyribose-phosphate aldolase (EC 4.1.2.4);N;0;0;0
P09743;b4384;deoD;Purine nucleoside phosphorylase (EC 2.4.2.1);N;0;0;0
P06217;b0840;deoR;Deoxyribose operon repressor;N;0;0;0
P24285;b3639;dfp;DNA/pantothenate metabolism flavoprotein;E;1;1;1
P00556;b4042;dgkA;Diacylglycerol kinase (EC 2.7.1.107);X;0;0;0
P31458;b3692;dgoA;DgoA protein;N;0;0;0
P31459;b3693;dgoK;2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58);N;0;0;0
P31460;b3694;dgoR;Galactonate operon transcriptional repressor;?;0;0;0
P31460;;dgoR;Galactonate operon transcriptional repressor;N;0;0;0
P31457;b3691;dgoT;D-galactonate transporter;N;0;0;0
P15723;b0160;dgt;Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1);N;0;0;0
P76016;b1201;dhaR;Glycerol metabolism operon regulatory protein;N;0;0;0
P06966;b1570;dicA;Repressor protein of division inhibition gene dicB;E;1;1;0
P09557;b1575;dicB;Division inhibition protein dicB;?;0;0;0
P06965;b1569;dicC;Repressor protein of division inhibition gene dicB;?;0;0;0
P23840;b3645;dinD;DNA-damage-inducible protein D;N;0;0;0
P28303;b4044;dinF;DNA-damage-inducible protein F;N;0;0;0
P27296;b0799;dinG;Probable ATP-dependent helicase dinG;N;0;0;0
Q47143;b1061;dinI;DNA-damage-inducible protein I;N;0;0;0
Q47150;b0226;dinJ;DNA-damage-inducible protein J;N;0;0;0
Q47155;b0231;dinP;DNA-damage-inducible protein P;N;0;0;0
P15286;b2321;div;DIV protein;N;0;0;0
P31680;b0055;djlA;DnaJ-like protein djlA;N;0;0;0
Q46857;b3012;dkgA;2,5-diketo-D-gluconic acid reductase A (EC 1.1.1.-);N;0;0;0
P30863;b0207;dkgB;2,5-diketo-D-gluconic acid reductase B (EC 1.1.1.-);N;0;0;0
P18274;b0145;dksA;DnaK suppressor protein;N;0;1;1
P06149;b2133;dld;D-lactate dehydrogenase (EC 1.1.1.28);N;0;0;0
P18775;b0894;dmsA;Anaerobic dimethyl sulfoxide reductase chain A precursor (EC 1.8.99.-);N;0;0;0
P18776;b0895;dmsB;Anaerobic dimethyl sulfoxide reductase chain B;N;0;0;0
P18777;b0896;dmsC;Anaerobic dimethyl sulfoxide reductase chain C;N;0;0;0
P03004;b3702;dnaA;Chromosomal replication initiator protein dnaA;E;1;1;1
P03005;b4052;dnaB;Replicative DNA helicase (EC 3.6.1.-);E;1;1;1
P07905;b4361;dnaC;DNA replication protein dnaC;E;1;1;1
P10443;b0184;dnaE;DNA polymerase III alpha subunit (EC 2.7.7.7);E;1;1;1
P02923;b3066;dnaG;DNA primase (EC 2.7.7.-);E;1;1;1
P08622;b0015;dnaJ;Chaperone protein dnaJ;N;0;1;1
P04475;b0014;dnaK;Chaperone protein dnaK;E;1;1;1
P00583;b3701;dnaN;DNA polymerase III, beta chain (EC 2.7.7.7);X;0;1;1
P03007;b0215;dnaQ;DNA polymerase III, epsilon chain (EC 2.7.7.7);E;1;1;1
P07904;b4362;dnaT;Primosomal protein I;E;1;1;1
P06710;b0470;dnaX;DNA polymerase III subunit tau (EC 2.7.7.7);E;1;1;1
Q54149;b0620;dpiA;Transcriptional regulatory protein dpiA;N;0;0;0
P77510;b0619;dpiB;Sensor kinase dpiB (EC 2.7.3.-);N;0;0;0
P23847;b3544;dppA;Periplasmic dipeptide transport protein precursor;N;0;0;0
P37316;b3543;dppB;Dipeptide transport system permease protein dppB;N;0;0;0
P37315;b3542;dppC;Dipeptide transport system permease protein dppC;N;0;0;0
P37314;b3541;dppD;Dipeptide transport ATP-binding protein dppD;N;0;0;0
P37313;b3540;dppF;Dipeptide transport ATP-binding protein dppF;N;0;0;0
P27430;b0812;dps;DNA protection during starvation protein;N;0;0;0
P24991;b3860;dsbA;Thiol:disulfide interchange protein dsbA precursor;E;1;1;0
P30018;b1185;dsbB;Disulfide bond formation protein B;N;0;0;0
P21892;b2893;dsbC;Thiol:disulfide interchange protein dsbC precursor;N;0;0;0
P36655;b4136;dsbD;Thiol:disulfide interchange protein dsbD precursor;N;0;0;0
P33926;b2195;dsbE;Thiol:disulfide interchange protein dsbE;N;0;0;0
P77202;b0604;dsbG;Thiol:disulfide interchange protein dsbG precursor;N;0;0;0
P00926;b2366;dsdA;D-serine dehydratase (EC 4.2.1.14);X;0;0;0
P46068;b2364;dsdC;D-serine deaminase activator;N;0;0;0
P08555;b2365;dsdX;DsdX permease;N;0;0;0
P32147;b3887;dtd;D-tyrosyl-tRNA(Tyr) deacylase (EC 3.1.-.-);N;0;0;0
P06968;b3640;dut;Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23);E;1;1;1
P45568;b0173;dxr;1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267);E;1;1;1
P77488;b0420;dxs;1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37);E;1;1;1
P36943;b0297;eaeH;Attaching and effacing protein homolog precursor;N;0;0;0
P31125;b1533;eamA;Probable amino acid metabolite efflux pump;N;0;0;0
P06864;b3076;ebgA;Evolved beta-galactosidase alpha-subunit (EC 3.2.1.23);N;0;0;0
P24225;b3077;ebgC;Evolved beta-galactosidase beta-subunit;N;0;0;0
P06846;b3075;ebgR;Ebg operon repressor;N;0;0;0
P37764;b0176;ecfE;Protease ecfE (EC 3.4.24.-);N;0;0;0
P56549;;ecnB;Entericidin B precursor;?;0;0;0
P23827;b2209;eco;Ecotin precursor;N;0;0;0
P33128;b0140;ecpD;Chaperone protein ecpD precursor;N;0;0;0
P10177;b1850;eda;KHG/KDPG aldolase;N;0;0;0
P25530;b1851;edd;Phosphogluconate dehydratase (EC 4.2.1.12);N;0;0;0
P33398;b4147;efp;Elongation factor P;E;1;1;0
P77257;b1513;ego;Putative ABC transporter ATP-binding protein ego;N;0;0;0
P52077;b2267;elaA;Protein elaA;E;1;1;0
P52084;b2266;elaB;ElaB protein;N;0;0;0
Q47012;b2268;elaC;Protein elaC;N;0;0;0
Q47013;b2269;elaD;ElaD protein;N;0;0;0
P75987;b1160;elbA;Enhancing lycopene biosynthesis protein 1;E;1;1;0
P26428;b3209;elbB;Enhancing lycopene biosynthesis protein 2;X;0;0;0
P27303;b2685;emrA;Multidrug resistance protein A;N;0;0;0
P27304;b2686;emrB;Multidrug resistance protein B;N;0;0;0
P31442;b3673;emrD;Multidrug resistance protein D;N;0;0;0
P23895;b0543;emrE;EmrE protein;N;0;0;0
P52599;b2368;emrK;Multidrug resistance protein K;X;0;0;0
P52600;b2367;emrY;Multidrug resistance protein Y;X;0;0;0
P25736;b2945;endA;Endonuclease I precursor (EC 3.1.21.1);N;0;0;0
P77254;b2511;engA;Probable GTP-binding protein engA;E;1;1;0
P24253;b3865;engB;Probable GTP-binding protein engB;E;1;1;0
P08324;b2779;eno;Enolase (EC 4.2.1.11);X;0;1;1
P15047;b0596;entA;2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28);N;0;0;0
P15048;b0595;entB;Isochorismatase (EC 3.3.2.1);N;0;0;0
P10377;b0593;entC;Isochorismate synthase entC (EC 5.4.99.6);N;0;0;0
P19925;b0583;entD;Enterobactin synthetase component D;N;0;0;0
P10378;b0594;entE;2,3-dihydroxybenzoate-AMP ligase (EC 6.3.2.-);N;0;0;0
P11454;b0586;entF;Enterobactin synthetase component F;N;0;0;0
P31676;b3264;envR;Potential acrEF/envCD operon repressor;N;0;0;0
P10805;b0566;envY;Porin thermoregulatory protein envY;N;0;0;0
P02933;b3404;envZ;Osmolarity sensor protein envZ (EC 2.7.3.-);N;0;0;0
P11603;b2927;epd;D-erythrose 4-phosphate dehydrogenase (EC 1.2.1.-);N;0;0;0
P06616;b2566;era;GTP-binding protein era;E;1;1;1
P39176;b1990;erfK;Protein erfK/srfK precursor;N;0;0;0
P37019;b0155;eriC;Voltage-gated ClC-type chloride channel eriC;N;0;0;0
P77242;b0554;essD;Lysis protein S homolog from lambdoid prophage DLP12;N;0;0;0
P77237;b1556;essQ;Lysis protein S homolog from lambdoid prophage Qin;E;1;1;0
P38134;b0981;etk;Tyrosine-protein kinase etk (EC 2.7.1.112);N;0;0;0
P75880;b0982;etp;Low molecular weight protein-tyrosine-phosphatase etp (EC 3.1.3.48);N;0;0;0
P76551;b2451;eutA;Ethanolamine utilization protein eutA;N;0;0;0
P19635;b2441;eutB;Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7);N;0;0;0
P19636;b2440;eutC;Ethanolamine ammonia-lyase light chain (EC 4.3.1.7);N;0;0;0
P77218;b2458;eutD;Ethanolamine utilization protein eutD;N;0;0;0
P77445;b2455;eutE;Ethanolamine utilization protein eutE;N;0;0;0
P76553;b2453;eutG;Ethanolamine utilization protein eutG;N;0;0;0
P76552;b2452;eutH;Ethanolamine utilization protein eutH;N;0;0;0
P77277;b2454;eutJ;Ethanolamine utilization protein eutJ;N;0;0;0
P76540;b2438;eutK;Ethanolamine utilization protein eutK precursor;N;0;0;0
P76541;b2439;eutL;Ethanolamine utilization protein eutL;E;1;1;0
P77606;b2457;eutM;Ethanolamine utilization protein eutM precursor;N;0;0;0
P77633;b2456;eutN;Ethanolamine utilization protein eutN;E;1;1;0
P76556;b2461;eutP;Ethanolamine utilization protein eutP;N;0;0;0
P76555;b2460;eutQ;Ethanolamine utilization protein eutQ;N;0;0;0
P36547;b2437;eutR;Ethanolamine operon regulatory protein;N;0;0;0
P76557;b2462;eutS;Ethanolamine utilization protein eutS;N;0;0;0
P76554;b2459;eutT;Ethanolamine utilization cobalamin adenosyltransferase (EC 2.5.1.17);N;0;0;0
P30854;b2369;evgA;Positive transcription regulator evgA;N;0;0;0
P30855;b2370;evgS;Sensor protein evgS precursor (EC 2.7.3.-);N;0;0;0
P18783;b3006;exbB;Biopolymer transport exbB protein;N;0;0;0
P18784;b3005;exbD;Biopolymer transport exbD protein;N;0;0;0
P76281;b1844;exoX;Exodeoxyribonuclease X (EC 3.1.11.-);N;0;0;0
P42608;b3094;exuR;Exu regulon transcriptional regulator;N;0;0;0
P42609;b3093;exuT;Hexuronate transporter;N;0;0;0
P18391;b0954;fabA;3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60);E;1;1;1
P14926;b2323;fabB;3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41);E;1;1;1
P25715;b1092;fabD;Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39);E;1;1;1
P39435;b1095;fabF;3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41);N;0;0;0
P25716;b1093;fabG;3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100);E;1;1;1
P24249;b1091;fabH;3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41);E;1;1;1
P29132;b1288;fabI;Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9);E;1;1;1
P21774;b0180;fabZ;(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-);E;1;1;1
P21151;b3845;fadA;3-ketoacyl-CoA thiolase (EC 2.3.1.16);N;0;0;0
P21177;b3846;fadB;Fatty oxidation complex alpha subunit;N;0;0;0
P29212;b1805;fadD;Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3);N;0;0;0
P42593;b3081;fadH;2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34);N;0;0;0
P10384;b2344;fadL;Long-chain fatty acid transport protein precursor;N;0;0;0
P09371;b1187;fadR;Fatty acid metabolism regulator protein;N;0;0;0
P13669;b0730;farR;Fatty acyl responsive regulator;N;0;0;0
P11604;b2925;fbaA;Fructose-bisphosphate aldolase class II (EC 4.1.2.13);E;1;1;1
P71295;b2097;fbaB;Fructose-bisphosphate aldolase class I (EC 4.1.2.13);N;0;0;0
P09200;b4232;fbp;Fructose-1,6-bisphosphatase (EC 3.1.3.11);N;0;0;0
P32055;b2052;fcl;GDP-fucose synthetase;N;0;0;0
P32177;b3895;fdhD;FdhD protein;N;0;0;0
P13024;b3891;fdhE;Protein fdhE;N;0;0;0
P07658;b4079;fdhF;Formate dehydrogenase H (EC 1.2.1.2);N;0;0;0
P24183;b1474;fdnG;Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.2.1.2);N;0;0;0
P24184;b1475;fdnH;Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit;N;0;0;0
P24185;b1476;fdnI;Formate dehydrogenase, nitrate-inducible, cytochrome b556(FDN) subunit;N;0;0;0
P32176;b3894;fdoG;Formate dehydrogenase-O, major subunit (EC 1.2.1.2);N;0;0;0
P32175;b3893;fdoH;Formate dehydrogenase-O, iron-sulfur subunit;N;0;0;0
P32174;b3892;fdoI;Formate dehydrogenase, cytochrome b556(FDO) subunit;N;0;0;0
Q47208;b0518;fdrA;Protein fdrA;N;0;0;0
P25528;b2525;fdx;Ferredoxin, 2Fe-2S;E;1;1;0
P80668;b1385;feaB;Phenylacetaldehyde dehydrogenase (EC 1.2.1.39);N;0;0;0
Q47129;b1384;feaR;Transcriptional activator feaR;N;0;0;0
P13036;b4291;fecA;Iron(III) dicitrate transport protein fecA precursor;N;0;0;0
P15028;b4290;fecB;Iron(III) dicitrate-binding periplasmic protein precursor;X;0;0;0
P15030;b4289;fecC;Iron(III) dicitrate transport system permease protein fecC;N;0;0;0
P15029;b4288;fecD;Iron(III) dicitrate transport system permease protein fecD;N;0;0;0
P15031;b4287;fecE;Iron(III) dicitrate transport ATP-binding protein fecE;N;0;0;0
P23484;b4293;fecI;Probable RNA polymerase sigma factor fecI;X;0;0;0
P23485;b4292;fecR;Protein fecR;N;0;0;0
P33649;b3408;feoA;Ferrous iron transport protein A;N;0;0;0
P33650;b3409;feoB;Ferrous iron transport protein B;N;0;0;0
P05825;b0584;fepA;Ferrienterobactin receptor precursor;N;0;0;0
P14609;b0592;fepB;Ferrienterobactin-binding periplasmic protein precursor;E;1;1;0
P23878;b0588;fepC;Ferric enterobactin transport ATP-binding protein fepC;N;0;1;1
P23876;b0590;fepD;Ferric enterobactin transport system permease protein fepD;N;0;1;1
P26266;b0587;fepE;Ferric enterobactin transport protein fepE;N;0;0;0
P23877;b0589;fepG;Ferric enterobactin transport system permease protein fepG;X;0;1;1
P13039;b0585;fes;Enterochelin esterase;N;0;0;0
P07019;b2610;ffh;Signal recognition particle protein;E;1;1;1
Q47153;b0229;fhiA;FhiA protein;N;0;0;0
P19323;b2731;fhlA;Formate hydrogenlyase transcriptional activator;N;0;0;0
P06971;b0150;fhuA;Ferrichrome-iron receptor precursor;N;0;0;0
P06972;b0153;fhuB;Ferrichrome transport system permease protein fhuB;N;0;0;0
P07821;b0151;fhuC;Ferrichrome transport ATP-binding protein fhuC;N;0;0;0
P07822;b0152;fhuD;Ferrichrome-binding periplasmic protein precursor;N;0;0;0
P16869;b1102;fhuE;FhuE receptor precursor;N;0;0;0
P39405;b4367;fhuF;Ferric iron reductase protein fhuF;X;0;0;0
P20605;b3361;fic;Cell filamentation protein fic;N;0;0;0
P04128;b4314;fimA;Type-1 fimbrial protein, A chain precursor;X;0;0;0
P04742;b4312;fimB;Type 1 fimbriae regulatory protein fimB;X;0;0;0
P31697;b4316;fimC;Chaperone protein fimC precursor;X;0;0;0
P30130;b4317;fimD;Outer membrane usher protein fimD precursor;N;0;0;0
P04741;b4313;fimE;Type 1 fimbriae regulatory protein fimE;X;0;0;0
P08189;b4318;fimF;FimF protein precursor;X;0;0;0
P08190;b4319;fimG;FimG protein precursor;?;0;0;0
P08191;b4320;fimH;FimH protein precursor;N;0;0;0
P39264;b4315;fimI;Fimbrin-like protein fimI precursor;X;0;0;0
P21502;b0535;fimZ;Fimbriae Z protein;N;0;0;0
P11028;b3261;fis;DNA-binding protein fis;E;1;1;1
P31573;b0041;fixA;FixA protein;N;0;0;0
P31574;b0042;fixB;FixB protein;N;0;0;0
P31575;b0043;fixC;FixC protein;N;0;0;0
P31576;b0044;fixX;Ferredoxin-like protein;N;0;0;0
P39311;b4207;fklB;FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8);N;0;0;0
P45523;b3347;fkpA;FKBP-type peptidyl-prolyl cis-trans isomerase fkpA precursor (EC 5.2.1.8);N;0;0;0
P22563;b0028;fkpB;FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8);N;0;1;1
P23243;b0684;fldA;Flavodoxin 1;N;0;1;1
P41050;b2895;fldB;Flavodoxin 2;N;0;0;0
P75933;b1072;flgA;Flagella basal body P-ring formation protein flgA precursor;N;0;0;0
P75934;b1073;flgB;Flagellar basal-body rod protein flgB;N;0;0;0
P75935;b1074;flgC;Flagellar basal-body rod protein flgC;N;0;0;0
P75936;b1075;flgD;Basal-body rod modification protein flgD;N;0;0;0
P75937;b1076;flgE;Flagellar hook protein flgE;N;0;0;0
P75938;b1077;flgF;Flagellar basal-body rod protein flgF;N;0;0;0
P75939;b1078;flgG;Flagellar basal-body rod protein flgG;N;0;0;0
P75940;b1079;flgH;Flagellar L-ring protein precursor;N;0;0;0
P75941;b1080;flgI;Flagellar P-ring protein precursor;N;0;0;0
P75942;b1081;flgJ;Peptidoglycan hydrolase flgJ (EC 3.2.1.-);N;0;0;0
P33235;b1082;flgK;Flagellar hook-associated protein 1;N;0;0;0
P29744;b1083;flgL;Flagellar hook-associated protein 3;X;0;0;0
P43532;b1071;flgM;Negative regulator of flagellin synthesis;N;0;0;0
P43533;b1070;flgN;Flagella synthesis protein flgN;N;0;0;0
P76298;b1879;flhA;Flagellar biosynthesis protein flhA;N;0;0;0
P76299;b1880;flhB;Flagellar biosynthetic protein flhB;N;0;1;1
P11165;b1891;flhC;Flagellar transcriptional activator flhC;N;0;0;0
P11164;b1892;flhD;Flagellar transcriptional activator flhD;N;0;0;0
P76297;b1878;flhE;Flagellar protein flhE precursor;N;0;0;0
P31804;b1922;fliA;RNA polymerase sigma factor for flagellar operon;N;0;0;0
P04949;b1923;fliC;Flagellin;N;0;0;0
P24216;b1924;fliD;Flagellar hook-associated protein 2;N;0;0;0
P25797;b1937;fliE;Flagellar hook-basal body complex protein fliE;X;0;0;0
P25798;b1938;fliF;Flagellar M-ring protein;N;0;0;0
P31067;b1939;fliG;Flagellar motor switch protein fliG;N;0;0;0
P31068;b1940;fliH;Flagellar assembly protein fliH;N;0;0;0
P52612;b1941;fliI;Flagellum-specific ATP synthase (EC 3.6.3.14);N;0;0;0
P52613;b1942;fliJ;Flagellar fliJ protein;E;1;1;0
P52614;b1943;fliK;Flagellar hook-length control protein;N;0;0;0
P06973;b1944;fliL;Flagellar fliL protein;E;1;1;0
P06974;b1945;fliM;Flagellar motor switch protein fliM;N;0;0;0
P15070;b1946;fliN;Flagellar motor switch protein fliN;E;1;1;0
P22586;b1947;fliO;Flagellar protein fliO;N;0;0;0
P33133;b1948;fliP;Flagellar biosynthetic protein fliP precursor;N;0;0;0
P33134;b1949;fliQ;Flagellar biosynthetic protein fliQ;N;0;0;0
P33135;b1950;fliR;Flagellar biosynthetic protein fliR;N;0;1;1
