Gene;Gene_ID;Phenotype;Essentiality_0_1
CDC6;YJL194W;inviable;1
CDC6;YJL194W;inviable;1
CDC6;YJL194W;inviable;1
CDC60;YPL160W;inviable;1
CDC7;YDL017W;inviable;1
CDC8;YJR057W;inviable;1
CDC9;YDL164C;inviable;1
CDH1;YGL003C;inviable;1
CDS1;YBR029C;inviable;1
CEF1;YMR213W;inviable;1
CEF1;YMR213W;inviable;1
CEG1;YGL130W;inviable;1
CEG1;YGL130W;inviable;1
CEP3;YMR168C;inviable;1
CET1;YPL228W;inviable;1
CET1;YPL228W;inviable;1
CFD1;YIL003W;inviable;1
CFD1;YIL003W;inviable;1
CFT1;YDR301W;inviable;1
CFT2;YLR115W;inviable;1
CGR1;YGL029W;inviable;1
CHC1;YGL206C;inviable;1
CHS2;YBR038W;inviable;1
CHS2;YBR038W;inviable;1
CIA1;YDR267C;inviable;1
CIA2;YHR122W;inviable;1
CIK1;YMR198W;inviable;1
CKS1;YBR135W;inviable;1
CKS1;YBR135W;inviable;1
CLB3;YDL155W;inviable;1
CLB5;YPR120C;inviable;1
CLF1;YLR117C;inviable;1
CLF1;YLR117C;inviable;1
CLF1;YLR117C;inviable;1
CLP1;YOR250C;inviable;1
CMD1;YBR109C;inviable;1
CMD1;YBR109C;inviable;1
CMD1;YBR109C;inviable;1
CNM67;YNL225C;inviable;1
CNM67;YNL225C;inviable;1
CNS1;YBR155W;inviable;1
COF1;YLL050C;inviable;1
COF1;YLL050C;inviable;1
COG2;YGR120C;inviable;1
COG3;YER157W;inviable;1
COG4;YPR105C;inviable;1
COG4;YPR105C;inviable;1
COP1;YDL145C;inviable;1
COX20;YDR231C;inviable;1
COX9;YDL067C;inviable;1
CRM1;YGR218W;inviable;1
CRS1;YNL247W;inviable;1
CRS1;YNL247W;inviable;1
CSE1;YGL238W;inviable;1
CSE1;YGL238W;inviable;1
CSE1;YGL238W;inviable;1
CSE4;YKL049C;inviable;1
CSE4;YKL049C;inviable;1
CSE4;YKL049C;inviable;1
CSE4;YKL049C;inviable;1
CSL4;YNL232W;inviable;1
CSL4;YNL232W;inviable;1
CSL4;YNL232W;inviable;1
CTF13;YMR094W;inviable;1
CTF18;YMR078C;inviable;1
CTH1;YDR151C;inviable;1
CTK1;YKL139W;inviable;1
CTR1;YPR124W;inviable;1
CTR86;YCR054C;inviable;1
CTR86;YCR054C;inviable;1
CUP2;YGL166W;inviable;1
CUS1;YMR240C;inviable;1
CWC2;YDL209C;inviable;1
CWC2;YDL209C;inviable;1
CWC22;YGR278W;inviable;1
CWC23;YGL128C;inviable;1
CWC24;YLR323C;inviable;1
CWC24;YLR323C;inviable;1
CWC24;YLR323C;inviable;1
CWC25;YNL245C;inviable;1
CYC8;YBR112C;inviable;1
CYR1;YJL005W;inviable;1
CYS3;YAL012W;inviable;1
CYS4;YGR155W;inviable;1
DAD1;YDR016C;inviable;1
DAD2;YKR083C;inviable;1
DAD2;YKR083C;inviable;1
DAD3;YBR233W-A;inviable;1
DAD4;YDR320C-A;inviable;1
DAD4;YDR320C-A;inviable;1
DAM1;YGR113W;inviable;1
DAM1;YGR113W;inviable;1
DBF20;YPR111W;inviable;1
DBF4;YDR052C;inviable;1
DBF4;YDR052C;inviable;1
DBP10;YDL031W;inviable;1
DBP10;YDL031W;inviable;1
DBP2;YNL112W;inviable;1
DBP5;YOR046C;inviable;1
DBP5;YOR046C;inviable;1
DBP6;YNR038W;inviable;1
DBP6;YNR038W;inviable;1
DBP8;YHR169W;inviable;1
DBP9;YLR276C;inviable;1
DCC1;YCL016C;inviable;1
DCP1;YOL149W;inviable;1
DCP2;YNL118C;inviable;1
DED1;YOR204W;inviable;1
DED81;YHR019C;inviable;1
DFR1;YOR236W;inviable;1
DHR2;YKL078W;inviable;1
DIB1;YPR082C;inviable;1
DIB1;YPR082C;inviable;1
DIM1;YPL266W;inviable;1
DIP2;YLR129W;inviable;1
DIP2;YLR129W;inviable;1
DIS3;YOL021C;inviable;1
DIS3;YOL021C;inviable;1
DIS3;YOL021C;inviable;1
DIS3;YOL021C;inviable;1
DJP1;YIR004W;inviable;1
DML1;YMR211W;inviable;1
DMO1;YJR120W;inviable;1
DNA2;YHR164C;inviable;1
DNA2;YHR164C;inviable;1
DNA2;YHR164C;inviable;1
DOP1;YDR141C;inviable;1
DOP1;YDR141C;inviable;1
DOP1;YDR141C;inviable;1
DPB11;YJL090C;inviable;1
DPB2;YPR175W;inviable;1
DPB2;YPR175W;inviable;1
DPM1;YPR183W;inviable;1
DPS1;YLL018C;inviable;1
DPS1;YLL018C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRE2;YKR071C;inviable;1
DRS1;YLL008W;inviable;1
DRS1;YLL008W;inviable;1
DSK2;YMR276W;inviable;1
DSK2;YMR276W;inviable;1
DSL1;YNL258C;inviable;1
DSL1;YNL258C;inviable;1
DSN1;YIR010W;inviable;1
DSN1;YIR010W;inviable;1
DUO1;YGL061C;inviable;1
DUT1;YBR252W;inviable;1
DYS1;YHR068W;inviable;1
EBP2;YKL172W;inviable;1
EBP2;YKL172W;inviable;1
ECM16;YMR128W;inviable;1
ECM9;YKR004C;inviable;1
ECO1;YFR027W;inviable;1
EFB1;YAL003W;inviable;1
EFB1;YAL003W;inviable;1
EFR3;YMR212C;inviable;1
ELP3;YPL086C;inviable;1
EMG1;YLR186W;inviable;1
EMW1;YNL313C;inviable;1
EMW1;YNL313C;inviable;1
EMW1;YNL313C;inviable;1
ENP1;YBR247C;inviable;1
ENP2;YGR145W;inviable;1
EPL1;YFL024C;inviable;1
EPL1;YFL024C;inviable;1
EPL1;YFL024C;inviable;1
ERB1;YMR049C;inviable;1
ERD2;YBL040C;inviable;1
ERD2;YBL040C;inviable;1
ERG1;YGR175C;inviable;1
ERG10;YPL028W;inviable;1
ERG11;YHR007C;inviable;1
ERG11;YHR007C;inviable;1
ERG12;YMR208W;inviable;1
ERG13;YML126C;inviable;1
ERG20;YJL167W;inviable;1
ERG20;YJL167W;inviable;1
ERG24;YNL280C;inviable;1
ERG24;YNL280C;inviable;1
ERG25;YGR060W;inviable;1
ERG26;YGL001C;inviable;1
ERG27;YLR100W;inviable;1
ERG27;YLR100W;inviable;1
ERG29;YMR134W;inviable;1
ERG29;YMR134W;inviable;1
ERG7;YHR072W;inviable;1
ERG8;YMR220W;inviable;1
ERG9;YHR190W;inviable;1
ERO1;YML130C;inviable;1
ERV1;YGR029W;inviable;1
ERV1;YGR029W;inviable;1
ERV1;YGR029W;inviable;1
ERV1;YGR029W;inviable;1
ESA1;YOR244W;inviable;1
ESA1;YOR244W;inviable;1
ESF1;YDR365C;inviable;1
ESF2;YNR054C;inviable;1
ESF2;YNR054C;inviable;1
ESP1;YGR098C;inviable;1
ESP1;YGR098C;inviable;1
ESS1;YJR017C;inviable;1
ESS1;YJR017C;inviable;1
ESS1;YJR017C;inviable;1
ESS1;YJR017C;inviable;1
ESS1;YJR017C;inviable;1
EXO70;YJL085W;inviable;1
EXO70;YJL085W;inviable;1
EXO84;YBR102C;inviable;1
EXO84;YBR102C;inviable;1
EXO84;YBR102C;inviable;1
FAD1;YDL045C;inviable;1
FAD1;YDL045C;inviable;1
FAF1;YIL019W;inviable;1
FAF1;YIL019W;inviable;1
FAL1;YDR021W;inviable;1
FAL1;YDR021W;inviable;1
FAL1;YDR021W;inviable;1
FAP7;YDL166C;inviable;1
FAR1;YJL157C;inviable;1
FAS1;YKL182W;inviable;1
FAS2;YPL231W;inviable;1
FBA1;YKL060C;inviable;1
FCF1;YDR339C;inviable;1
FCF1;YDR339C;inviable;1
FCF1;YDR339C;inviable;1
FCF2;YLR051C;inviable;1
FCF2;YLR051C;inviable;1
FCP1;YMR277W;inviable;1
FCP1;YMR277W;inviable;1
FCY21;YER060W;inviable;1
FHL1;YPR104C;inviable;1
FIN1;YDR130C;inviable;1
FIN1;YDR130C;inviable;1
FIP1;YJR093C;inviable;1
FMN1;YDR236C;inviable;1
FMP27;YLR454W;inviable;1
FOL1;YNL256W;inviable;1
FOL2;YGR267C;inviable;1
FOL2;YGR267C;inviable;1
FOL3;YMR113W;inviable;1
FRQ1;YDR373W;inviable;1
FRQ1;YDR373W;inviable;1
FRS1;YLR060W;inviable;1
FRS1;YLR060W;inviable;1
FRS2;YFL022C;inviable;1
FSF1;YOR271C;inviable;1
FUN12;YAL035W;inviable;1
FUN12;YAL035W;inviable;1
FUR1;YHR128W;inviable;1
GAA1;YLR088W;inviable;1
GAA1;YLR088W;inviable;1
GAB1;YLR459W;inviable;1
GAB1;YLR459W;inviable;1
GAT3;YLR013W;inviable;1
GCD1;YOR260W;inviable;1
GCD10;YNL062C;inviable;1
GCD11;YER025W;inviable;1
GCD11;YER025W;inviable;1
GCD14;YJL125C;inviable;1
GCD14;YJL125C;inviable;1
GCD2;YGR083C;inviable;1
GCD2;YGR083C;inviable;1
GCD6;YDR211W;inviable;1
GCD6;YDR211W;inviable;1
GCD7;YLR291C;inviable;1
GCD7;YLR291C;inviable;1
GCN5;YGR252W;inviable;1
GCR1;YPL075W;inviable;1
GDI1;YER136W;inviable;1
GFA1;YKL104C;inviable;1
GIP3;YPL137C;inviable;1
GLC7;YER133W;inviable;1
GLC7;YER133W;inviable;1
GLC7;YER133W;inviable;1
GLC7;YER133W;inviable;1
GLC7;YER133W;inviable;1
GLE1;YDL207W;inviable;1
GLN1;YPR035W;inviable;1
GLN4;YOR168W;inviable;1
GLN4;YOR168W;inviable;1
GNA1;YFL017C;inviable;1
GON7;YJL184W;inviable;1
GPA1;YHR005C;inviable;1
GPI1;YGR216C;inviable;1
GPI10;YGL142C;inviable;1
GPI10;YGL142C;inviable;1
GPI11;YDR302W;inviable;1
GPI11;YDR302W;inviable;1
GPI12;YMR281W;inviable;1
GPI12;YMR281W;inviable;1
GPI13;YLL031C;inviable;1
GPI13;YLL031C;inviable;1
GPI14;YJR013W;inviable;1
GPI15;YNL038W;inviable;1
GPI15;YNL038W;inviable;1
GPI16;YHR188C;inviable;1
GPI17;YDR434W;inviable;1
GPI18;YBR004C;inviable;1
GPI18;YBR004C;inviable;1
GPI19;YDR437W;inviable;1
GPI19;YDR437W;inviable;1
GPI2;YPL076W;inviable;1
GPI2;YPL076W;inviable;1
GPI8;YDR331W;inviable;1
GPI8;YDR331W;inviable;1
GPI8;YDR331W;inviable;1
GPM1;YKL152C;inviable;1
GPN2;YOR262W;inviable;1
GPN2;YOR262W;inviable;1
GPN3;YLR243W;inviable;1
GPN3;YLR243W;inviable;1
GPN3;YLR243W;inviable;1
GRC3;YLL035W;inviable;1
GRC3;YLL035W;inviable;1
GRS1;YBR121C;inviable;1
GRS1;YBR121C;inviable;1
GRS1;YBR121C;inviable;1
GSP1;YLR293C;inviable;1
GSP1;YLR293C;inviable;1
GUK1;YDR454C;inviable;1
GUS1;YGL245W;inviable;1
GWT1;YJL091C;inviable;1
HAS1;YMR290C;inviable;1
HAS1;YMR290C;inviable;1
HCA4;YJL033W;inviable;1
HEM1;YDR232W;inviable;1
HEM12;YDR047W;inviable;1
HEM13;YDR044W;inviable;1
HEM15;YOR176W;inviable;1
HEM2;YGL040C;inviable;1
HEM3;YDL205C;inviable;1
HEM4;YOR278W;inviable;1
HHF1;YBR009C;inviable;1
HHT2;YNL031C;inviable;1
HHT2;YNL031C;inviable;1
HHT2;YNL031C;inviable;1
HIP1;YGR191W;inviable;1
HKR1;YDR420W;inviable;1
HMLALPHA2;YCL067C;inviable;1
HMRA2;YCR096C;inviable;1
HOF1;YMR032W;inviable;1
HOF1;YMR032W;inviable;1
HOS3;YPL116W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRP1;YOL123W;inviable;1
HRR25;YPL204W;inviable;1
HRT1;YOL133W;inviable;1
HRT1;YOL133W;inviable;1
HRT3;YLR097C;inviable;1
HSF1;YGL073W;inviable;1
HSF1;YGL073W;inviable;1
HSH155;YMR288W;inviable;1
HSH49;YOR319W;inviable;1
HSH49;YOR319W;inviable;1
HSK3;YKL138C-A;inviable;1
HSK3;YKL138C-A;inviable;1
HSL1;YKL101W;inviable;1
HSP10;YOR020C;inviable;1
HSP60;YLR259C;inviable;1
HSP60;YLR259C;inviable;1
HSP60;YLR259C;inviable;1
HSP82;YPL240C;inviable;1
HTA2;YBL003C;inviable;1
HTB1;YDR224C;inviable;1
HTB1;YDR224C;inviable;1
HTS1;YPR033C;inviable;1
HTS1;YPR033C;inviable;1
HYM1;YKL189W;inviable;1
HYP2;YEL034W;inviable;1
HYP2;YEL034W;inviable;1
IDI1;YPL117C;inviable;1
IDI1;YPL117C;inviable;1
IES6;YEL044W;inviable;1
IFH1;YLR223C;inviable;1
IFH1;YLR223C;inviable;1
ILS1;YBL076C;inviable;1
ILV3;YJR016C;inviable;1
ILV5;YLR355C;inviable;1
IMP3;YHR148W;inviable;1
IMP4;YNL075W;inviable;1
IMP4;YNL075W;inviable;1
INN1;YNL152W;inviable;1
INO2;YDR123C;inviable;1
INO80;YGL150C;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPA1;YJR141W;inviable;1
IPI1;YHR085W;inviable;1
IPI3;YNL182C;inviable;1
IPL1;YPL209C;inviable;1
IPL1;YPL209C;inviable;1
IPL1;YPL209C;inviable;1
IPL1;YPL209C;inviable;1
IPP1;YBR011C;inviable;1
IPP1;YBR011C;inviable;1
IQG1;YPL242C;inviable;1
IQG1;YPL242C;inviable;1
IQG1;YPL242C;inviable;1
IRA1;YBR140C;inviable;1
IRR1;YIL026C;inviable;1
IRR1;YIL026C;inviable;1
ISD11;YER048W-A;inviable;1
ISD11;YER048W-A;inviable;1
ISR1;YPR106W;inviable;1
ITT1;YML068W;inviable;1
JAC1;YGL018C;inviable;1
JAC1;YGL018C;inviable;1
JIP5;YPR169W;inviable;1
KAE1;YKR038C;inviable;1
KAE1;YKR038C;inviable;1
KAE1;YKR038C;inviable;1
KAE1;YKR038C;inviable;1
KAP120;YPL125W;inviable;1
KAP95;YLR347C;inviable;1
KAR1;YNL188W;inviable;1
KAR1;YNL188W;inviable;1
KAR1;YNL188W;inviable;1
KAR2;YJL034W;inviable;1
KAR2;YJL034W;inviable;1
KAR3;YPR141C;inviable;1
KEG1;YFR042W;inviable;1
KEI1;YDR367W;inviable;1
KEI1;YDR367W;inviable;1
KIN28;YDL108W;inviable;1
KIN28;YDL108W;inviable;1
KIN4;YOR233W;inviable;1
KOG1;YHR186C;inviable;1
KOG1;YHR186C;inviable;1
KRE28;YDR532C;inviable;1
KRE29;YER038C;inviable;1
KRE33;YNL132W;inviable;1
KRE5;YOR336W;inviable;1
KRE9;YJL174W;inviable;1
KRI1;YNL308C;inviable;1
KRI1;YNL308C;inviable;1
KRI1;YNL308C;inviable;1
KRI1;YNL308C;inviable;1
KRR1;YCL059C;inviable;1
KRS1;YDR037W;inviable;1
KSH1;YNL024C-A;inviable;1
KSH1;YNL024C-A;inviable;1
KSP1;YHR082C;inviable;1
LAS1;YKR063C;inviable;1
LAS1;YKR063C;inviable;1
LAS17;YOR181W;inviable;1
LCB1;YMR296C;inviable;1
LCB1;YMR296C;inviable;1
LCB2;YDR062W;inviable;1
LCB2;YDR062W;inviable;1
LCD1;YDR499W;inviable;1
LCD1;YDR499W;inviable;1
LCD1;YDR499W;inviable;1
LCP5;YER127W;inviable;1
LEA1;YPL213W;inviable;1
LIP1;YMR298W;inviable;1
LOS1;YKL205W;inviable;1
LSC2;YGR244C;inviable;1
LSG1;YGL099W;inviable;1
LSM2;YBL026W;inviable;1
LSM2;YBL026W;inviable;1
LSM3;YLR438C-A;inviable;1
LSM3;YLR438C-A;inviable;1
LSM4;YER112W;inviable;1
LSM4;YER112W;inviable;1
LSM5;YER146W;inviable;1
LSM5;YER146W;inviable;1
LSM6;YDR378C;inviable;1
LSM7;YNL147W;inviable;1
LSM8;YJR022W;inviable;1
LSM8;YJR022W;inviable;1
LST8;YNL006W;inviable;1
LST8;YNL006W;inviable;1
LTO1;YNL260C;inviable;1
LTO1;YNL260C;inviable;1
LTO1;YNL260C;inviable;1
LUC7;YDL087C;inviable;1
MAK11;YKL021C;inviable;1
MAK16;YAL025C;inviable;1
MAK21;YDR060W;inviable;1
MAK5;YBR142W;inviable;1
MAK5;YBR142W;inviable;1
MAK5;YBR142W;inviable;1
MAM1;YER106W;inviable;1
MAS1;YLR163C;inviable;1
MAS1;YLR163C;inviable;1
MAS2;YHR024C;inviable;1
MATALPHA2;YCR039C;inviable;1
MCD1;YDL003W;inviable;1
MCD1;YDL003W;inviable;1
MCD1;YDL003W;inviable;1
MCD1;YDL003W;inviable;1
MCD1;YDL003W;inviable;1
MCD4;YKL165C;inviable;1
MCD4;YKL165C;inviable;1
MCM1;YMR043W;inviable;1
MCM1;YMR043W;inviable;1
MCM10;YIL150C;inviable;1
MCM10;YIL150C;inviable;1
MCM10;YIL150C;inviable;1
MCM2;YBL023C;inviable;1
MCM2;YBL023C;inviable;1
MCM22;YJR135C;inviable;1
MCM3;YEL032W;inviable;1
MCM4;YPR019W;inviable;1
MCM5;YLR274W;inviable;1
MCM6;YGL201C;inviable;1
MCM7;YBR202W;inviable;1
MDM1;YML104C;inviable;1
MEC1;YBR136W;inviable;1
MEC1;YBR136W;inviable;1
MED11;YMR112C;inviable;1
MED4;YOR174W;inviable;1
MED6;YHR058C;inviable;1
MED6;YHR058C;inviable;1
MED7;YOL135C;inviable;1
MED8;YBR193C;inviable;1
MED8;YBR193C;inviable;1
MES1;YGR264C;inviable;1
MET30;YIL046W;inviable;1
MET30;YIL046W;inviable;1
MET4;YNL103W;inviable;1
MEX67;YPL169C;inviable;1
MGE1;YOR232W;inviable;1
MGE1;YOR232W;inviable;1
MGE1;YOR232W;inviable;1
MIA40;YKL195W;inviable;1
MIA40;YKL195W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIF2;YKL089W;inviable;1
MIM1;YOL026C;inviable;1
MIM2;YLR099W-A;inviable;1
MLC1;YGL106W;inviable;1
MMF1;YIL051C;inviable;1
MMF1;YIL051C;inviable;1
MMS21;YEL019C;inviable;1
MNP1;YGL068W;inviable;1
MNP1;YGL068W;inviable;1
MOB1;YIL106W;inviable;1
MOB1;YIL106W;inviable;1
MOB1;YIL106W;inviable;1
MOB2;YFL034C-B;inviable;1
MOT1;YPL082C;inviable;1
MOT1;YPL082C;inviable;1
MOT3;YMR070W;inviable;1
MPE1;YKL059C;inviable;1
MPE1;YKL059C;inviable;1
MPP10;YJR002W;inviable;1
MPP10;YJR002W;inviable;1
MPS1;YDL028C;inviable;1
MPS1;YDL028C;inviable;1
MPS1;YDL028C;inviable;1
MPS2;YGL075C;inviable;1
MPS2;YGL075C;inviable;1
MPS3;YJL019W;inviable;1
MPS3;YJL019W;inviable;1
MPS3;YJL019W;inviable;1
MPS3;YJL019W;inviable;1
MPS3;YJL019W;inviable;1
MRD1;YPR112C;inviable;1
MRD1;YPR112C;inviable;1
MRE11;YMR224C;inviable;1
MRPS18;YNL306W;inviable;1
MRS6;YOR370C;inviable;1
MRS6;YOR370C;inviable;1
MRS6;YOR370C;inviable;1
MRS6;YOR370C;inviable;1
MRX12;YJR003C;inviable;1
MSC1;YML128C;inviable;1
MSL5;YLR116W;inviable;1
MSL5;YLR116W;inviable;1
MSS11;YMR164C;inviable;1
MSS4;YDR208W;inviable;1
MSS4;YDR208W;inviable;1
MSS4;YDR208W;inviable;1
MTC1;YJL123C;inviable;1
MTO1;YGL236C;inviable;1
MTR10;YOR160W;inviable;1
MTR2;YKL186C;inviable;1
MTR3;YGR158C;inviable;1
MTR3;YGR158C;inviable;1
MTR4;YJL050W;inviable;1
MTR4;YJL050W;inviable;1
MTW1;YAL034W-A;inviable;1
MVD1;YNR043W;inviable;1
MYO1;YHR023W;inviable;1
MYO1;YHR023W;inviable;1
MYO2;YOR326W;inviable;1
MYO2;YOR326W;inviable;1
MYO2;YOR326W;inviable;1
MYO2;YOR326W;inviable;1
NAB2;YGL122C;inviable;1
NAB2;YGL122C;inviable;1
NAB3;YPL190C;inviable;1
NAB3;YPL190C;inviable;1
NAF1;YNL124W;inviable;1
NAF1;YNL124W;inviable;1
NAM8;YHR086W;inviable;1
NAM9;YNL137C;inviable;1
NAN1;YPL126W;inviable;1
NAR1;YNL240C;inviable;1
NAR1;YNL240C;inviable;1
NAT2;YGR147C;inviable;1
NBL1;YHR199C-A;inviable;1
NBP1;YLR457C;inviable;1
NBP1;YLR457C;inviable;1
NBP1;YLR457C;inviable;1
NBP1;YLR457C;inviable;1
NBP35;YGL091C;inviable;1
NBP35;YGL091C;inviable;1
NCB2;YDR397C;inviable;1
NCB2;YDR397C;inviable;1
NCP1;YHR042W;inviable;1
NDC1;YML031W;inviable;1
NDC1;YML031W;inviable;1
NDC80;YIL144W;inviable;1
NDC80;YIL144W;inviable;1
NDD1;YOR372C;inviable;1
NDD1;YOR372C;inviable;1
NEO1;YIL048W;inviable;1
NEO1;YIL048W;inviable;1
NEO1;YIL048W;inviable;1
NEO1;YIL048W;inviable;1
NEO1;YIL048W;inviable;1
NET1;YJL076W;inviable;1
NFS1;YCL017C;inviable;1
NHP2;YDL208W;inviable;1
NHP2;YDL208W;inviable;1
NHP6B;YBR089C-A;inviable;1
NIC96;YFR002W;inviable;1
NIC96;YFR002W;inviable;1
NIP1;YMR309C;inviable;1
NIP7;YPL211W;inviable;1
NMD3;YHR170W;inviable;1
NMD3;YHR170W;inviable;1
NME1;YNCN0013W;inviable;1
NME1;YNCN0013W;inviable;1
NME1;YNCN0013W;inviable;1
NMT1;YLR195C;inviable;1
NMT1;YLR195C;inviable;1
NNF1;YJR112W;inviable;1
NOB1;YOR056C;inviable;1
NOC2;YOR206W;inviable;1
NOC3;YLR002C;inviable;1
NOC4;YPR144C;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG1;YPL093W;inviable;1
NOG2;YNR053C;inviable;1
NOG2;YNR053C;inviable;1
NOP1;YDL014W;inviable;1
NOP1;YDL014W;inviable;1
NOP10;YHR072W-A;inviable;1
NOP14;YDL148C;inviable;1
NOP14;YDL148C;inviable;1
NOP15;YNL110C;inviable;1
NOP15;YNL110C;inviable;1
NOP19;YGR251W;inviable;1
NOP2;YNL061W;inviable;1
NOP4;YPL043W;inviable;1
NOP53;YPL146C;inviable;1
NOP53;YPL146C;inviable;1
NOP56;YLR197W;inviable;1
NOP56;YLR197W;inviable;1
NOP56;YLR197W;inviable;1
NOP58;YOR310C;inviable;1
NOP58;YOR310C;inviable;1
NOP7;YGR103W;inviable;1
NOP8;YOL144W;inviable;1
NOP8;YOL144W;inviable;1
NOP9;YJL010C;inviable;1
NOP9;YJL010C;inviable;1
NPA3;YJR072C;inviable;1
NPA3;YJR072C;inviable;1
NPA3;YJR072C;inviable;1
NPL3;YDR432W;inviable;1
NPL4;YBR170C;inviable;1
NPL6;YMR091C;inviable;1
NRD1;YNL251C;inviable;1
NRD1;YNL251C;inviable;1
NSA1;YGL111W;inviable;1
NSA2;YER126C;inviable;1
NSE1;YLR007W;inviable;1
NSE3;YDR288W;inviable;1
NSE4;YDL105W;inviable;1
NSE5;YML023C;inviable;1
NSE5;YML023C;inviable;1
NSL1;YPL233W;inviable;1
NSP1;YJL041W;inviable;1
NSP1;YJL041W;inviable;1
NSR1;YGR159C;inviable;1
NTF2;YER009W;inviable;1
NTR2;YKR022C;inviable;1
NTR2;YKR022C;inviable;1
NTR2;YKR022C;inviable;1
NUD1;YOR373W;inviable;1
NUD1;YOR373W;inviable;1
NUF2;YOL069W;inviable;1
NUF2;YOL069W;inviable;1
NUG1;YER006W;inviable;1
NUG1;YER006W;inviable;1
NUP1;YOR098C;inviable;1
NUP1;YOR098C;inviable;1
NUP116;YMR047C;inviable;1
NUP145;YGL092W;inviable;1
NUP159;YIL115C;inviable;1
NUP159;YIL115C;inviable;1
NUP159;YIL115C;inviable;1
NUP192;YJL039C;inviable;1
NUP49;YGL172W;inviable;1
NUP49;YGL172W;inviable;1
NUP57;YGR119C;inviable;1
NUP57;YGR119C;inviable;1
NUP82;YJL061W;inviable;1
NUP82;YJL061W;inviable;1
NUP85;YJR042W;inviable;1
NUR1;YDL089W;inviable;1
NUS1;YDL193W;inviable;1
NUS1;YDL193W;inviable;1
NUT2;YPR168W;inviable;1
NUT2;YPR168W;inviable;1
OKP1;YGR179C;inviable;1
OKP1;YGR179C;inviable;1
OLE1;YGL055W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC1;YML065W;inviable;1
ORC2;YBR060C;inviable;1
ORC2;YBR060C;inviable;1
ORC2;YBR060C;inviable;1
ORC2;YBR060C;inviable;1
ORC3;YLL004W;inviable;1
ORC3;YLL004W;inviable;1
ORC4;YPR162C;inviable;1
ORC5;YNL261W;inviable;1
ORC5;YNL261W;inviable;1
ORC6;YHR118C;inviable;1
ORC6;YHR118C;inviable;1
OST1;YJL002C;inviable;1
OST1;YJL002C;inviable;1
OST2;YOR103C;inviable;1
OST4;YDL232W;inviable;1
OTO1;YGR227C-A;inviable;1
PAB1;YER165W;inviable;1
PAB1;YER165W;inviable;1
PAH1;YMR165C;inviable;1
PAH1;YMR165C;inviable;1
PAM16;YJL104W;inviable;1
PAM16;YJL104W;inviable;1
PAM16;YJL104W;inviable;1
PAM18;YLR008C;inviable;1
PAM18;YLR008C;inviable;1
PAM18;YLR008C;inviable;1
PAM18;YLR008C;inviable;1
PAM18;YLR008C;inviable;1
PAM18;YLR008C;inviable;1
PAN1;YIR006C;inviable;1
PAP1;YKR002W;inviable;1
PAP1;YKR002W;inviable;1
PAU12;YGR294W;inviable;1
PBN1;YCL052C;inviable;1
PBR1;YNL181W;inviable;1
PCF11;YDR228C;inviable;1
PCF11;YDR228C;inviable;1
PCM1;YEL058W;inviable;1
PDC2;YDR081C;inviable;1
PDC2;YDR081C;inviable;1
PDI1;YCL043C;inviable;1
PDS1;YDR113C;inviable;1
PDS1;YDR113C;inviable;1
PDS5;YMR076C;inviable;1
PEP12;YOR036W;inviable;1
PEP7;YDR323C;inviable;1
PET9;YBL030C;inviable;1
PEX32;YBR168W;inviable;1
PFS2;YNL317W;inviable;1
PFS2;YNL317W;inviable;1
PFS2;YNL317W;inviable;1
PFY1;YOR122C;inviable;1
PFY1;YOR122C;inviable;1
PFY1;YOR122C;inviable;1
PGA1;YNL158W;inviable;1
PGA1;YNL158W;inviable;1
PGA2;YNL149C;inviable;1
PGA3;YML125C;inviable;1
PGI1;YBR196C;inviable;1
PGK1;YCR012W;inviable;1
PGS1;YCL004W;inviable;1
PHO90;YJL198W;inviable;1
PHS1;YJL097W;inviable;1
PIK1;YNL267W;inviable;1
PIK1;YNL267W;inviable;1
PIK1;YNL267W;inviable;1
