Gene;Gene_ID;Phenotype;Essentiality_0_1
IRS4;YKR019C;viable;0
IRS4;YKR019C;viable;0
ISA1;YLL027W;viable;0
ISA1;YLL027W;viable;0
ISA2;YPR067W;viable;0
ISA2;YPR067W;viable;0
ISC1;YER019W;viable;0
ISC10;YER180C;viable;0
ISC10;YER180C;viable;0
ISF1;YMR081C;viable;0
ISF1;YMR081C;viable;0
ISM1;YPL040C;viable;0
ISN1;YOR155C;viable;0
ISR1;YPR106W;viable;0
IST1;YNL265C;viable;0
IST2;YBR086C;viable;0
IST3;YIR005W;viable;0
IST3;YIR005W;viable;0
ISU1;YPL135W;viable;0
ISU2;YOR226C;viable;0
ISW1;YBR245C;viable;0
ISW1;YBR245C;viable;0
ISW1;YBR245C;viable;0
ISW2;YOR304W;viable;0
ISW2;YOR304W;viable;0
ISW2;YOR304W;viable;0
ISY1;YJR050W;viable;0
ISY1;YJR050W;viable;0
ISY1;YJR050W;viable;0
ITC1;YGL133W;viable;0
ITR1;YDR497C;viable;0
ITR1;YDR497C;viable;0
ITR2;YOL103W;viable;0
ITT1;YML068W;viable;0
ITT1;YML068W;viable;0
IVY1;YDR229W;viable;0
IWR1;YDL115C;viable;0
IXR1;YKL032C;viable;0
IXR1;YKL032C;viable;0
IZH1;YDR492W;viable;0
IZH2;YOL002C;viable;0
IZH3;YLR023C;viable;0
IZH4;YOL101C;viable;0
IZH4;YOL101C;viable;0
JEM1;YJL073W;viable;0
JEN1;YKL217W;viable;0
JHD1;YER051W;viable;0
JHD2;YJR119C;viable;0
JHD2;YJR119C;viable;0
JID1;YPR061C;viable;0
JIP3;YLR331C;viable;0
JIP4;YDR475C;viable;0
JJJ1;YNL227C;viable;0
JJJ2;YJL162C;viable;0
JJJ2;YJL162C;viable;0
JJJ3;YJR097W;viable;0
JLP1;YLL057C;viable;0
JLP1;YLL057C;viable;0
JLP2;YMR132C;viable;0
JNM1;YMR294W;viable;0
JSN1;YJR091C;viable;0
KAE1;YKR038C;viable;0
KAE1;YKR038C;viable;0
KAE1;YKR038C;viable;0
KAP104;YBR017C;viable;0
KAP114;YGL241W;viable;0
KAP120;YPL125W;viable;0
KAP122;YGL016W;viable;0
KAP123;YER110C;viable;0
KAR3;YPR141C;viable;0
KAR4;YCL055W;viable;0
KAR5;YMR065W;viable;0
KAR9;YPL269W;viable;0
KCC4;YCL024W;viable;0
KCH1;YJR054W;viable;0
KCS1;YDR017C;viable;0
KDX1;YKL161C;viable;0
KEL1;YHR158C;viable;0
KEL2;YGR238C;viable;0
KEL2;YGR238C;viable;0
KEL3;YPL263C;viable;0
KES1;YPL145C;viable;0
KES1;YPL145C;viable;0
KEX1;YGL203C;viable;0
KEX2;YNL238W;viable;0
KGD1;YIL125W;viable;0
KGD2;YDR148C;viable;0
KGD4;YFR049W;viable;0
KHA1;YJL094C;viable;0
KIN1;YDR122W;viable;0
KIN2;YLR096W;viable;0
KIN2;YLR096W;viable;0
KIN3;YAR018C;viable;0
KIN4;YOR233W;viable;0
KIN4;YOR233W;viable;0
KIN82;YCR091W;viable;0
KIP1;YBL063W;viable;0
KIP2;YPL155C;viable;0
KIP3;YGL216W;viable;0
KKQ8;YKL168C;viable;0
KNH1;YDL049C;viable;0
KNS1;YLL019C;viable;0
KNS1;YLL019C;viable;0
KRE1;YNL322C;viable;0
KRE2;YDR483W;viable;0
KRE28;YDR532C;viable;0
KRE6;YPR159W;viable;0
KSP1;YHR082C;viable;0
KSS1;YGR040W;viable;0
KTD1;YAR028W;viable;0
KTI11;YBL071W-A;viable;0
KTI12;YKL110C;viable;0
KTI12;YKL110C;viable;0
KTR1;YOR099W;viable;0
KTR2;YKR061W;viable;0
KTR3;YBR205W;viable;0
KTR4;YBR199W;viable;0
KTR5;YNL029C;viable;0
KTR5;YNL029C;viable;0
KTR6;YPL053C;viable;0
KTR6;YPL053C;viable;0
KTR7;YIL085C;viable;0
KXD1;YGL079W;viable;0
LAA1;YJL207C;viable;0
LAA2;YBL010C;viable;0
LAA2;YBL010C;viable;0
LAC1;YKL008C;viable;0
LAC1;YKL008C;viable;0
LAF1;YMR102C;viable;0
LAG1;YHL003C;viable;0
LAG1;YHL003C;viable;0
LAG1;YHL003C;viable;0
LAG2;YOL025W;viable;0
LAG2;YOL025W;viable;0
LAM1;YHR155W;viable;0
LAM4;YHR080C;viable;0
LAM5;YFL042C;viable;0
LAM6;YLR072W;viable;0
LAM6;YLR072W;viable;0
LAP2;YNL045W;viable;0
LAP3;YNL239W;viable;0
LAS17;YOR181W;viable;0
LAS21;YJL062W;viable;0
LAS21;YJL062W;viable;0
LAT1;YNL071W;viable;0
LCB3;YJL134W;viable;0
LCB3;YJL134W;viable;0
LCB4;YOR171C;viable;0
LCB4;YOR171C;viable;0
LCB5;YLR260W;viable;0
LCB5;YLR260W;viable;0
LCL1;YPL056C;viable;0
LCL2;YLR104W;viable;0
LCL3;YGL085W;viable;0
LDB16;YCL005W;viable;0
LDB17;YDL146W;viable;0
LDB18;YLL049W;viable;0
LDB18;YLL049W;viable;0
LDB19;YOR322C;viable;0
LDB19;YOR322C;viable;0
LDB7;YBL006C;viable;0
LDH1;YBR204C;viable;0
LDO16;YMR148W;viable;0
LDO16;YMR148W;viable;0
LDO45;YMR147W;viable;0
LDO45;YMR147W;viable;0
LDS1;YAL018C;viable;0
LDS1;YAL018C;viable;0
LDS2;YOL047C;viable;0
LDS2;YOL047C;viable;0
LEA1;YPL213W;viable;0
LEA1;YPL213W;viable;0
LEC1;YPR097W;viable;0
LEE1;YPL054W;viable;0
LEM3;YNL323W;viable;0
LEM3;YNL323W;viable;0
LEO1;YOR123C;viable;0
LEU1;YGL009C;viable;0
LEU3;YLR451W;viable;0
LEU4;YNL104C;viable;0
LEU9;YOR108W;viable;0
LFT1;YML037C;viable;0
LGE1;YPL055C;viable;0
LHP1;YDL051W;viable;0
LHS1;YKL073W;viable;0
LHS1;YKL073W;viable;0
LIA1;YJR070C;viable;0
LIF1;YGL090W;viable;0
LIF1;YGL090W;viable;0
LIH1;YJR107W;viable;0
LIH1;YJR107W;viable;0
LIN1;YHR156C;viable;0
LIN1;YHR156C;viable;0
LIP2;YLR239C;viable;0
LIP5;YOR196C;viable;0
LMO1;YLL007C;viable;0
LNP1;YHR192W;viable;0
LOA1;YPR139C;viable;0
LOA1;YPR139C;viable;0
LOC1;YFR001W;viable;0
LOG1;YJL055W;viable;0
LOH1;YJL038C;viable;0
LOH1;YJL038C;viable;0
LOS1;YKL205W;viable;0
LOT5;YKL183W;viable;0
LOT6;YLR011W;viable;0
LPD1;YFL018C;viable;0
LPL1;YOR059C;viable;0
LPP1;YDR503C;viable;0
LPX1;YOR084W;viable;0
LPX2;YKL050C;viable;0
LPX2;YKL050C;viable;0
LRE1;YCL051W;viable;0
LRG1;YDL240W;viable;0
LRG1;YDL240W;viable;0
LRO1;YNR008W;viable;0
LRO1;YNR008W;viable;0
LRP1;YHR081W;viable;0
LRS4;YDR439W;viable;0
LSB1;YGR136W;viable;0
LSB3;YFR024C-A;viable;0
LSB3;YFR024C-A;viable;0
LSB5;YCL034W;viable;0
LSB6;YJL100W;viable;0
LSB6;YJL100W;viable;0
LSC1;YOR142W;viable;0
LSC2;YGR244C;viable;0
LSG1;YGL099W;viable;0
LSM1;YJL124C;viable;0
LSM1;YJL124C;viable;0
LSM12;YHR121W;viable;0
LSM6;YDR378C;viable;0
LSM6;YDR378C;viable;0
LSM6;YDR378C;viable;0
LSM7;YNL147W;viable;0
LSM7;YNL147W;viable;0
LSO1;YJR005C-A;viable;0
LSO2;YGR169C-A;viable;0
LSP1;YPL004C;viable;0
LST4;YKL176C;viable;0
LST7;YGR057C;viable;0
LTE1;YAL024C;viable;0
LTP1;YPR073C;viable;0
LTV1;YKL143W;viable;0
LUG1;YLR352W;viable;0
LUG1;YLR352W;viable;0
LUG1;YLR352W;viable;0
LYP1;YNL268W;viable;0
LYS1;YIR034C;viable;0
LYS14;YDR034C;viable;0
LYS2;YBR115C;viable;0
LYS20;YDL182W;viable;0
LYS21;YDL131W;viable;0
LYS4;YDR234W;viable;0
LYS5;YGL154C;viable;0
LYS9;YNR050C;viable;0
MAC1;YMR021C;viable;0
MAD1;YGL086W;viable;0
MAD2;YJL030W;viable;0
MAD2;YJL030W;viable;0
MAD2;YJL030W;viable;0
MAD3;YJL013C;viable;0
MAE1;YKL029C;viable;0
MAE1;YKL029C;viable;0
MAF1;YDR005C;viable;0
MAG1;YER142C;viable;0
MAG2;YLR427W;viable;0
MAK10;YEL053C;viable;0
MAK3;YPR051W;viable;0
MAK3;YPR051W;viable;0
MAK31;YCR020C-A;viable;0
MAK32;YCR019W;viable;0
MAL13;YGR288W;viable;0
MAL31;YBR298C;viable;0
MAL33;YBR297W;viable;0
MAM1;YER106W;viable;0
MAM1;YER106W;viable;0
MAM3;YOL060C;viable;0
MAM3;YOL060C;viable;0
MAM33;YIL070C;viable;0
MAM33;YIL070C;viable;0
MAM33;YIL070C;viable;0
MAN2;YNR073C;viable;0
MAP1;YLR244C;viable;0
MAP2;YBL091C;viable;0
MAY24;YPR153W;viable;0
MBA1;YBR185C;viable;0
MBA1;YBR185C;viable;0
MBB1;YJL199C;viable;0
MBF1;YOR298C-A;viable;0
MBF1;YOR298C-A;viable;0
MBP1;YDL056W;viable;0
MBR1;YKL093W;viable;0
MCA1;YOR197W;viable;0
MCH1;YDL054C;viable;0
MCH1;YDL054C;viable;0
MCH2;YKL221W;viable;0
MCH2;YKL221W;viable;0
MCH4;YOL119C;viable;0
MCH4;YOL119C;viable;0
MCH4;YOL119C;viable;0
MCH5;YOR306C;viable;0
MCH5;YOR306C;viable;0
MCH5;YOR306C;viable;0
MCK1;YNL307C;viable;0
MCM10;YIL150C;viable;0
MCM16;YPR046W;viable;0
MCM21;YDR318W;viable;0
MCM22;YJR135C;viable;0
MCM22;YJR135C;viable;0
MCM4;YPR019W;viable;0
MCO10;YOR020W-A;viable;0
MCO12;YKL018C-A;viable;0
MCO32;YGR053C;viable;0
MCO32;YGR053C;viable;0
MCO6;YJL127C-B;viable;0
MCP1;YOR228C;viable;0
MCR1;YKL150W;viable;0
MCR1;YKL150W;viable;0
MCT1;YOR221C;viable;0
MCX1;YBR227C;viable;0
MCY1;YGR012W;viable;0
MCY1;YGR012W;viable;0
MDE1;YJR024C;viable;0
MDG1;YNL173C;viable;0
MDH1;YKL085W;viable;0
MDH2;YOL126C;viable;0
MDH3;YDL078C;viable;0
MDJ2;YNL328C;viable;0
MDL1;YLR188W;viable;0
MDL1;YLR188W;viable;0
MDL2;YPL270W;viable;0
MDM1;YML104C;viable;0
MDM10;YAL010C;viable;0
MDM12;YOL009C;viable;0
MDM20;YOL076W;viable;0
MDM30;YLR368W;viable;0
MDM30;YLR368W;viable;0
MDM31;YHR194W;viable;0
MDM32;YOR147W;viable;0
MDM34;YGL219C;viable;0
MDM35;YKL053C-A;viable;0
MDM38;YOL027C;viable;0
MDM38;YOL027C;viable;0
MDR1;YGR100W;viable;0
MDS3;YGL197W;viable;0
MDV1;YJL112W;viable;0
MDY2;YOL111C;viable;0
MEC3;YLR288C;viable;0
MED1;YPR070W;viable;0
MED2;YDL005C;viable;0
MEF1;YLR069C;viable;0
MEF2;YJL102W;viable;0
MEH1;YKR007W;viable;0
MEH1;YKR007W;viable;0
MEI4;YER044C-A;viable;0
MEI5;YPL121C;viable;0
MEI5;YPL121C;viable;0
MEK1;YOR351C;viable;0
MEP1;YGR121C;viable;0
MEP2;YNL142W;viable;0
MEP3;YPR138C;viable;0
MER1;YNL210W;viable;0
MET1;YKR069W;viable;0
MET10;YFR030W;viable;0
MET12;YPL023C;viable;0
MET12;YPL023C;viable;0
MET13;YGL125W;viable;0
MET13;YGL125W;viable;0
MET13;YGL125W;viable;0
MET14;YKL001C;viable;0
MET16;YPR167C;viable;0
MET17;YLR303W;viable;0
MET18;YIL128W;viable;0
MET2;YNL277W;viable;0
MET22;YOL064C;viable;0
MET28;YIR017C;viable;0
MET3;YJR010W;viable;0
MET31;YPL038W;viable;0
MET32;YDR253C;viable;0
MET5;YJR137C;viable;0
MET6;YER091C;viable;0
MET7;YOR241W;viable;0
MET7;YOR241W;viable;0
MET8;YBR213W;viable;0
MEU1;YLR017W;viable;0
MF(ALPHA)1;YPL187W;viable;0
MF(ALPHA)2;YGL089C;viable;0
MFA2;YNL145W;viable;0
MFA2;YNL145W;viable;0
MFB1;YDR219C;viable;0
MFG1;YDL233W;viable;0
MFG1;YDL233W;viable;0
MFM1;YPL060W;viable;0
MFT1;YML062C;viable;0
MGA1;YGR249W;viable;0
MGA2;YIR033W;viable;0
MGA2;YIR033W;viable;0
MGL2;YMR210W;viable;0
MGL2;YMR210W;viable;0
MGM1;YOR211C;viable;0
MGM101;YJR144W;viable;0
MGP12;YDR286C;viable;0
MGR1;YCL044C;viable;0
MGR1;YCL044C;viable;0
MGR2;YPL098C;viable;0
MGR3;YMR115W;viable;0
MGS1;YNL218W;viable;0
MGT1;YDL200C;viable;0
MGT1;YDL200C;viable;0
MHF1;YOL086W-A;viable;0
MHF2;YDL160C-A;viable;0
MHO1;YJR008W;viable;0
MHP1;YJL042W;viable;0
MHR1;YDR296W;viable;0
MHT1;YLL062C;viable;0
MIC10;YCL057C-A;viable;0
MIC12;YBR262C;viable;0
MIC19;YFR011C;viable;0
MIC26;YGR235C;viable;0
MIC26;YGR235C;viable;0
MIC27;YNL100W;viable;0
MIC60;YKR016W;viable;0
MIC60;YKR016W;viable;0
MID1;YNL291C;viable;0
MID1;YNL291C;viable;0
MID2;YLR332W;viable;0
MIG1;YGL035C;viable;0
MIG1;YGL035C;viable;0
MIG2;YGL209W;viable;0
MIG2;YGL209W;viable;0
MIG3;YER028C;viable;0
MIH1;YMR036C;viable;0
MIL1;YFL034W;viable;0
MIL1;YFL034W;viable;0
MIM2;YLR099W-A;viable;0
MIN10;YFR032C-B;viable;0
MIN3;YMR182W-A;viable;0
MIN4;YML007C-A;viable;0
MIN6;YBL039W-B;viable;0
MIP1;YOR330C;viable;0
MIP6;YHR015W;viable;0
MIP6;YHR015W;viable;0
MIR1;YJR077C;viable;0
MIR1;YJR077C;viable;0
MIS1;YBR084W;viable;0
MIS1;YBR084W;viable;0
MIT1;YEL007W;viable;0
MIX14;YDR031W;viable;0
MIX17;YMR002W;viable;0
MIX23;YBL107C;viable;0
MIY2;YPL191C;viable;0
MIY3;YGL082W;viable;0
MKC7;YDR144C;viable;0
MKC7;YDR144C;viable;0
MKK1;YOR231W;viable;0
MKK2;YPL140C;viable;0
MKS1;YNL076W;viable;0
MKT1;YNL085W;viable;0
MLC2;YPR188C;viable;0
MLC2;YPR188C;viable;0
MLF3;YNL074C;viable;0
MLG1;YDR018C;viable;0
MLG1;YDR018C;viable;0
MLG1;YDR018C;viable;0
MLG1;YDR018C;viable;0
MLH1;YMR167W;viable;0
MLH2;YLR035C;viable;0
MLH3;YPL164C;viable;0
MLH3;YPL164C;viable;0
MLO1;YMR252C;viable;0
MLO1;YMR252C;viable;0
MLO127;YJR039W;viable;0
MLO50;YLR049C;viable;0
MLO50;YLR049C;viable;0
MLP1;YKR095W;viable;0
MLP2;YIL149C;viable;0
MLS1;YNL117W;viable;0
MME1;YMR166C;viable;0
MMF1;YIL051C;viable;0
MMM1;YLL006W;viable;0
MMO1;YKL044W;viable;0
MMO1;YKL044W;viable;0
MMP1;YLL061W;viable;0
MMR1;YLR190W;viable;0
MMS1;YPR164W;viable;0
MMS2;YGL087C;viable;0
MMS22;YLR320W;viable;0
MMS4;YBR098W;viable;0
MMT1;YMR177W;viable;0
MMT2;YPL224C;viable;0
MNC1;YBR056W-A;viable;0
MND1;YGL183C;viable;0
MND2;YIR025W;viable;0
MND2;YIR025W;viable;0
MNE1;YOR350C;viable;0
MNE1;YOR350C;viable;0
MNL1;YHR204W;viable;0
MNL2;YLR057W;viable;0
MNL2;YLR057W;viable;0
MNN1;YER001W;viable;0
MNN10;YDR245W;viable;0
MNN11;YJL183W;viable;0
MNN14;YJR061W;viable;0
MNN2;YBR015C;viable;0
MNN4;YKL201C;viable;0
MNN4;YKL201C;viable;0
MNN5;YJL186W;viable;0
MNN5;YJL186W;viable;0
MNN9;YPL050C;viable;0
MNP1;YGL068W;viable;0
MNR2;YKL064W;viable;0
MNS1;YJR131W;viable;0
MNS1;YJR131W;viable;0
MNT2;YGL257C;viable;0
MNT3;YIL014W;viable;0
MNT4;YNR059W;viable;0
MOB2;YFL034C-B;viable;0
MOD5;YOR274W;viable;0
MOG1;YJR074W;viable;0
MOH1;YBL049W;viable;0
MON1;YGL124C;viable;0
MON1;YGL124C;viable;0
MON2;YNL297C;viable;0
MOT2;YER068W;viable;0
MOT2;YER068W;viable;0
MOT2;YER068W;viable;0
MOT2;YER068W;viable;0
MOT3;YMR070W;viable;0
MPA43;YNL249C;viable;0
MPC1;YGL080W;viable;0
MPC2;YHR162W;viable;0
MPC3;YGR243W;viable;0
MPC54;YOR177C;viable;0
MPC54;YOR177C;viable;0
MPD1;YOR288C;viable;0
MPD2;YOL088C;viable;0
MPD2;YOL088C;viable;0
MPH1;YIR002C;viable;0
MPH1;YIR002C;viable;0
MPM1;YJL066C;viable;0
MPM1;YJL066C;viable;0
MPO1;YGL010W;viable;0
MPP6;YNR024W;viable;0
MPT5;YGL178W;viable;0
MRC1;YCL061C;viable;0
MRE11;YMR224C;viable;0
MRF1;YGL143C;viable;0
MRH1;YDR033W;viable;0
MRH1;YDR033W;viable;0
MRH4;YGL064C;viable;0
MRH4;YGL064C;viable;0
MRI1;YPR118W;viable;0
MRK1;YDL079C;viable;0
MRK1;YDL079C;viable;0
MRL1;YPR079W;viable;0
MRL1;YPR079W;viable;0
MRM1;YOR201C;viable;0
MRM2;YGL136C;viable;0
MRN1;YPL184C;viable;0
MRN1;YPL184C;viable;0
MRN1;YPL184C;viable;0
MRP1;YDR347W;viable;0
MRP10;YDL045W-A;viable;0
MRP13;YGR084C;viable;0
MRP17;YKL003C;viable;0
MRP2;YPR166C;viable;0
MRP20;YDR405W;viable;0
MRP21;YBL090W;viable;0
MRP35;YNL122C;viable;0
MRP49;YKL167C;viable;0
MRP51;YPL118W;viable;0
MRP7;YNL005C;viable;0
MRP8;YKL142W;viable;0
MRPL1;YDR116C;viable;0
MRPL11;YDL202W;viable;0
MRPL13;YKR006C;viable;0
MRPL15;YLR312W-A;viable;0
MRPL16;YBL038W;viable;0
MRPL17;YNL252C;viable;0
MRPL19;YNL185C;viable;0
MRPL20;YKR085C;viable;0
MRPL22;YNL177C;viable;0
MRPL23;YOR150W;viable;0
MRPL24;YMR193W;viable;0
MRPL25;YGR076C;viable;0
MRPL27;YBR282W;viable;0
MRPL28;YDR462W;viable;0
MRPL3;YMR024W;viable;0
MRPL31;YKL138C;viable;0
MRPL32;YCR003W;viable;0
MRPL33;YMR286W;viable;0
MRPL35;YDR322W;viable;0
MRPL36;YBR122C;viable;0
MRPL37;YBR268W;viable;0
MRPL38;YKL170W;viable;0
MRPL39;YML009C;viable;0
MRPL4;YLR439W;viable;0
MRPL40;YPL173W;viable;0
MRPL44;YMR225C;viable;0
MRPL49;YJL096W;viable;0
MRPL50;YNR022C;viable;0
MRPL51;YPR100W;viable;0
MRPL6;YHR147C;viable;0
MRPL7;YDR237W;viable;0
MRPL8;YJL063C;viable;0
MRPL9;YGR220C;viable;0
MRPS12;YNR036C;viable;0
MRPS16;YPL013C;viable;0
MRPS17;YMR188C;viable;0
MRPS28;YDR337W;viable;0
MRPS35;YGR165W;viable;0
MRPS5;YBR251W;viable;0
MRPS8;YMR158W;viable;0
MRPS9;YBR146W;viable;0
MRS1;YIR021W;viable;0
MRS2;YOR334W;viable;0
MRS3;YJL133W;viable;0
MRS4;YKR052C;viable;0
MRT4;YKL009W;viable;0
MRT4;YKL009W;viable;0
MRX1;YER077C;viable;0
MRX10;YDR282C;viable;0
MRX10;YDR282C;viable;0
MRX11;YPL041C;viable;0
MRX12;YJR003C;viable;0
MRX14;YDR115W;viable;0
MRX15;YNR040W;viable;0
MRX16;YDR132C;viable;0
MRX18;YBR056W;viable;0
MRX19;YDL183C;viable;0
MRX19;YDL183C;viable;0
MRX20;YFR045W;viable;0
MRX3;YBL095W;viable;0
MRX4;YPL168W;viable;0
MRX6;YNL295W;viable;0
MRX7;YNL211C;viable;0
MRX8;YDR336W;viable;0
MRX9;YDL027C;viable;0
MSA1;YOR066W;viable;0
MSA2;YKR077W;viable;0
MSB1;YOR188W;viable;0
MSB2;YGR014W;viable;0
MSB3;YNL293W;viable;0
MSB4;YOL112W;viable;0
MSC1;YML128C;viable;0
MSC2;YDR205W;viable;0
MSC3;YLR219W;viable;0
MSC6;YOR354C;viable;0
MSC7;YHR039C;viable;0
MSD1;YPL104W;viable;0
MSE1;YOL033W;viable;0
MSF1;YPR047W;viable;0
MSH1;YHR120W;viable;0
MSH2;YOL090W;viable;0
MSH3;YCR092C;viable;0
MSH5;YDL154W;viable;0
MSH6;YDR097C;viable;0
MSI1;YBR195C;viable;0
MSI1;YBR195C;viable;0
MSI1;YBR195C;viable;0
MSK1;YNL073W;viable;0
MSL1;YIR009W;viable;0
MSM1;YGR171C;viable;0
MSN1;YOL116W;viable;0
MSN2;YMR037C;viable;0
MSN4;YKL062W;viable;0
MSN5;YDR335W;viable;0
MSO1;YNR049C;viable;0
MSP1;YGR028W;viable;0
MSR1;YHR091C;viable;0
MSS1;YMR023C;viable;0
MSS11;YMR164C;viable;0
MSS116;YDR194C;viable;0
MSS18;YPR134W;viable;0
MSS2;YDL107W;viable;0
MSS51;YLR203C;viable;0
MST1;YKL194C;viable;0
MST27;YGL051W;viable;0
MSW1;YDR268W;viable;0
MSY1;YPL097W;viable;0
MTC1;YJL123C;viable;0
MTC2;YKL098W;viable;0
MTC3;YGL226W;viable;0
MTC4;YBR255W;viable;0
MTC5;YDR128W;viable;0
MTC6;YHR151C;viable;0
MTC7;YEL033W;viable;0
MTD1;YKR080W;viable;0
MTE1;YGR042W;viable;0
MTF1;YMR228W;viable;0
MTF2;YDL044C;viable;0
MTG1;YMR097C;viable;0
MTG1;YMR097C;viable;0
MTG2;YHR168W;viable;0
MTH1;YDR277C;viable;0
MTL1;YGR023W;viable;0
MTO1;YGL236C;viable;0
MTO1;YGL236C;viable;0
MTQ1;YNL063W;viable;0
MTQ1;YNL063W;viable;0
MTQ2;YDR140W;viable;0
MUB1;YMR100W;viable;0
MUB1;YMR100W;viable;0
MUD1;YBR119W;viable;0
MUD2;YKL074C;viable;0
MUD2;YKL074C;viable;0
MUK1;YPL070W;viable;0
MUM2;YBR057C;viable;0
MUM3;YOR298W;viable;0
MUM3;YOR298W;viable;0
MUP1;YGR055W;viable;0
MUP3;YHL036W;viable;0
MUS81;YDR386W;viable;0
MUS81;YDR386W;viable;0
MVB12;YGR206W;viable;0
MVP1;YMR004W;viable;0
MXR1;YER042W;viable;0
MXR1;YER042W;viable;0
MXR2;YCL033C;viable;0
MXR2;YCL033C;viable;0
MYG1;YER156C;viable;0
MYO1;YHR023W;viable;0
MYO3;YKL129C;viable;0
MYO3;YKL129C;viable;0
MYO4;YAL029C;viable;0
MYO4;YAL029C;viable;0
MYO5;YMR109W;viable;0
MYO5;YMR109W;viable;0
NAB6;YML117W;viable;0
NAM2;YLR382C;viable;0
NAM7;YMR080C;viable;0
NAM8;YHR086W;viable;0
NAM8;YHR086W;viable;0
NAP1;YKR048C;viable;0
NAS2;YIL007C;viable;0
NAS6;YGR232W;viable;0
NAT1;YDL040C;viable;0
NAT1;YDL040C;viable;0
NAT1;YDL040C;viable;0
NAT3;YPR131C;viable;0
NAT3;YPR131C;viable;0
NAT4;YMR069W;viable;0
NAT4;YMR069W;viable;0
NAT5;YOR253W;viable;0
NBA1;YOL070C;viable;0
NBP2;YDR162C;viable;0
NCA2;YPR155C;viable;0
NCA3;YJL116C;viable;0
NCB2;YDR397C;viable;0
NCE102;YPR149W;viable;0
NCL1;YBL024W;viable;0
NCP1;YHR042W;viable;0
NCR1;YPL006W;viable;0
NCR1;YPL006W;viable;0
NCS2;YNL119W;viable;0
NCS2;YNL119W;viable;0
NCS6;YGL211W;viable;0
NCS6;YGL211W;viable;0
NCW2;YLR194C;viable;0
NDE1;YMR145C;viable;0
NDE2;YDL085W;viable;0
NDE2;YDL085W;viable;0
NDI1;YML120C;viable;0
NDJ1;YOL104C;viable;0
NDJ1;YOL104C;viable;0
NDL1;YLR254C;viable;0
NDL1;YLR254C;viable;0
NDT80;YHR124W;viable;0
NDT80;YHR124W;viable;0
NEJ1;YLR265C;viable;0
NEJ1;YLR265C;viable;0
NEL1;YHR035W;viable;0
NEM1;YHR004C;viable;0
NEW1;YPL226W;viable;0
NFG1;YLR042C;viable;0
NFI1;YOR156C;viable;0
NFT1;YKR103W;viable;0
NFU1;YKL040C;viable;0
NGG1;YDR176W;viable;0
NGK1;YLR446W;viable;0
NGL1;YOL042W;viable;0
NGL2;YMR285C;viable;0
NGL2;YMR285C;viable;0
NGL3;YML118W;viable;0
NGR1;YBR212W;viable;0
NHA1;YLR138W;viable;0
NHA1;YLR138W;viable;0
NHP10;YDL002C;viable;0
NHP6A;YPR052C;viable;0
NHP6A;YPR052C;viable;0
NHP6B;YBR089C-A;viable;0
NHX1;YDR456W;viable;0
NHX1;YDR456W;viable;0
NIF3;YGL221C;viable;0
NIP100;YPL174C;viable;0
NIS1;YNL078W;viable;0
NIS1;YNL078W;viable;0
NIT1;YIL164C;viable;0
NIT2;YJL126W;viable;0
NIT3;YLR351C;viable;0
NKP1;YDR383C;viable;0
NKP1;YDR383C;viable;0
NKP2;YLR315W;viable;0
NMA1;YLR328W;viable;0
NMA111;YNL123W;viable;0
NMA111;YNL123W;viable;0
NMA111;YNL123W;viable;0
NMA2;YGR010W;viable;0
NMD2;YHR077C;viable;0
NMD2;YHR077C;viable;0
NMD4;YLR363C;viable;0
NMD5;YJR132W;viable;0
NNF2;YGR089W;viable;0
NNF2;YGR089W;viable;0
NNK1;YKL171W;viable;0
NNR1;YNL200C;viable;0
NNR2;YKL151C;viable;0
NNT1;YLR285W;viable;0
NOP12;YOL041C;viable;0
NOP12;YOL041C;viable;0
NOP13;YNL175C;viable;0
NOP13;YNL175C;viable;0
NOP16;YER002W;viable;0
NOP53;YPL146C;viable;0
NOP6;YDL213C;viable;0
NOT3;YIL038C;viable;0
NOT3;YIL038C;viable;0
NOT3;YIL038C;viable;0
NOT5;YPR072W;viable;0
NOT5;YPR072W;viable;0
NOT5;YPR072W;viable;0
NPC2;YDL046W;viable;0
NPC2;YDL046W;viable;0
NPL3;YDR432W;viable;0
NPL3;YDR432W;viable;0
NPL4;YBR170C;viable;0
NPL6;YMR091C;viable;0
NPP1;YCR026C;viable;0
NPP1;YCR026C;viable;0
NPP2;YEL016C;viable;0
NPP2;YEL016C;viable;0
NPP2;YEL016C;viable;0
NPR1;YNL183C;viable;0
NPR2;YEL062W;viable;0
NPR3;YHL023C;viable;0
NPT1;YOR209C;viable;0
NPY1;YGL067W;viable;0
NQM1;YGR043C;viable;0
NRE1;YIR035C;viable;0
NRG1;YDR043C;viable;0
NRG2;YBR066C;viable;0
NRK1;YNL129W;viable;0
NRM1;YNR009W;viable;0
NRM1;YNR009W;viable;0
NRP1;YDL167C;viable;0
NRS1;YLR053C;viable;0
NRT1;YOR071C;viable;0
NSG1;YHR133C;viable;0
NSG2;YNL156C;viable;0
NSI1;YDR026C;viable;0
NSR1;YGR159C;viable;0
NSR1;YGR159C;viable;0
NST1;YNL091W;viable;0
NTA1;YJR062C;viable;0
NTC20;YBR188C;viable;0
NTC20;YBR188C;viable;0
NTE1;YML059C;viable;0
NTG1;YAL015C;viable;0
NTG1;YAL015C;viable;0
